,pmi,pcent
no,0.20457733155662547,0.07957957957957958
nothing,0.19125056866566512,0.02002002002002002
never,0.18412536492051454,0.03053053053053053
refused,0.16926881567678448,0.009259259259259259
only,0.16854445248106015,0.06156156156156156
everyone,0.16689746759573218,0.023273273273273273
everything,0.14887400385382385,0.011761761761761762
any,0.14720439582377104,0.04079079079079079
unable,0.14541738098591284,0.008258258258258258
completely,0.13851931526297076,0.00850850850850851
without,0.1286530890206965,0.02127127127127127
impossible,0.1226027032197415,0.0075075075075075074
little,0.12225769717871371,0.01701701701701702
ever,0.1177834167837926,0.01701701701701702
anything,0.09807446191520225,0.014264264264264264
clear,0.091667569653233,0.009259259259259259
every,0.08851967496471583,0.02027027027027027
all,0.08391235337775202,0.07757757757757758
zero,0.0814934153785922,0.0037537537537537537
fully,0.07825257802715727,0.006006006006006006
