,pmi,pcent
some,0.18703854667209363,0.06001500375093773
least,0.1812964413787093,0.023755938984746188
author,0.16743294430020406,0.03500875218804701
someone,0.14660347419187544,0.01900475118779695
something,0.12375320264288721,0.022255563890972743
there,0.11778303565638346,0.09727431857964491
person,0.10972733482416677,0.017504376094023506
made,0.10008345855698263,0.032758189547386844
different,0.09509923159132869,0.014503625906476619
being,0.08388148398070223,0.033008252063015754
situation,0.0816780310142671,0.00900225056264066
can,0.07685660794716609,0.07076769192298074
argues,0.07245507921542231,0.006001500375093774
capable,0.07197349962508924,0.005001250312578144
might,0.06431407943536079,0.024506126531632907
question,0.06128832397128206,0.014253563390847712
able,0.060766355216147636,0.011752938234558639
may,0.060103924069705515,0.025006251562890724
both,0.0589002710997272,0.0172543135783946
certain,0.05802384011637739,0.00900225056264066
