,pmi,pcent
many,0.27462550714935324,0.054410882176435284
most,0.20246612288642202,0.05021004200840168
lot,0.19897319038639683,0.023604720944188837
because,0.18121719445090154,0.052410482096419284
also,0.17070543711072603,0.038207641528305664
popular,0.16779345623104486,0.01280256051210242
mostly,0.14881514490411188,0.007001400280056011
good,0.14526568135021548,0.029805961192238446
people,0.13840232285911913,0.07801560312062412
years,0.1369774829125305,0.03260652130426085
very,0.13405867974456973,0.034206841368273656
descent,0.1286688433016346,0.0054010802160432084
often,0.11477551459242825,0.013202640528105622
due,0.11447724752188385,0.010202040408081616
best,0.1096197250172224,0.016603320664132826
actually,0.10622221325530742,0.014402880576115223
these,0.10287701657075606,0.03660732146429286
successful,0.10125373370517289,0.007001400280056011
were,0.0980474077907338,0.0678135627125425
other,0.09661232853341695,0.046609321864372874
