,pmi,pcent
no,0.3389536274725984,0.16916916916916916
never,0.2470967923367026,0.06906906906906907
any,0.1714715407698888,0.06506506506506507
only,0.12983137417255797,0.06706706706706707
not,0.11000089521432849,0.1881881881881882
all,0.09950841541290192,0.08308308308308308
nothing,0.09809182276620167,0.03203203203203203
did,0.07777770104268444,0.04704704704704705
one,0.07333127308554951,0.0980980980980981
nobody,0.060259191518196746,0.014014014014014014
completely,0.05971923470162228,0.015015015015015015
does,0.05758787487296118,0.037037037037037035
ever,0.05619455834364207,0.022022022022022022
cannot,0.055569851154810786,0.011011011011011011
anything,0.05376117689145231,0.021021021021021023
always,0.049596941139372186,0.024024024024024024
anyone,0.04834778415779363,0.013013013013013013
has,0.04779066383634848,0.15015015015015015
time,0.04138521616285428,0.04804804804804805
even,0.03931142021488814,0.04704704704704705
