,0
0,0.7272727272727273
1,0.0
2,0.375
3,0.125
4,0.2857142857142857
5,0.0
6,0.0
7,0.5
8,0.3333333333333333
9,0.375
10,0.375
11,0.4166666666666667
12,0.16666666666666666
13,0.25
14,0.2857142857142857
15,0.16666666666666666
16,0.18181818181818182
17,0.42857142857142855
18,0.0
19,0.3333333333333333
20,0.3333333333333333
21,0.0
22,0.25
23,0.2
24,0.6
25,0.5
26,0.6666666666666666
27,0.25
28,0.25
29,0.42857142857142855
30,0.3333333333333333
31,0.3333333333333333
32,0.5
33,0.6
34,0.6
35,0.6666666666666666
36,0.25
37,0.25
38,0.6666666666666666
39,0.25
40,0.125
41,0.5
42,0.16666666666666666
43,0.5
44,0.0
45,0.6
46,0.5
47,0.0
48,0.75
49,0.0
50,0.3333333333333333
51,0.0
52,0.0
53,0.25
54,0.4
55,0.75
56,0.0
57,0.0
58,0.4
59,0.2857142857142857
60,0.2
61,0.5
62,0.6
63,0.5714285714285714
64,0.5
65,0.42857142857142855
66,0.8333333333333334
67,0.6
68,0.4
69,0.5
70,0.0
71,0.5833333333333334
72,0.6
73,0.3333333333333333
74,0.8
75,0.0
76,0.375
77,0.6
78,0.9
79,0.16666666666666666
80,0.7142857142857143
81,0.25
82,0.2857142857142857
83,0.45454545454545453
84,0.6363636363636364
85,0.5384615384615384
86,0.0
87,0.5333333333333333
88,0.7272727272727273
89,0.18181818181818182
90,0.6666666666666666
91,0.7142857142857143
92,0.47368421052631576
93,0.7142857142857143
94,0.3
95,0.0
96,0.3333333333333333
97,0.0
98,0.4666666666666667
99,0.3333333333333333
100,0.45454545454545453
101,0.2
102,0.375
103,0.6666666666666666
104,0.36363636363636365
105,0.2727272727272727
106,0.2857142857142857
107,0.5
108,0.25
109,0.36363636363636365
110,0.6666666666666666
111,0.7
112,0.7142857142857143
113,0.7142857142857143
114,0.2857142857142857
115,0.5714285714285714
116,0.7777777777777778
117,0.375
118,0.38095238095238093
119,0.3333333333333333
120,0.42857142857142855
121,0.18181818181818182
122,0.6363636363636364
123,0.5
124,0.42857142857142855
125,0.2857142857142857
126,0.5714285714285714
127,0.5555555555555556
128,0.0
129,0.08333333333333333
130,0.4
131,0.25
132,0.36363636363636365
133,0.875
134,0.625
135,0.7272727272727273
136,0.6666666666666666
137,0.1875
138,0.75
139,0.1111111111111111
140,0.375
141,0.375
142,0.5
143,0.4444444444444444
144,0.6
145,0.5714285714285714
146,0.42857142857142855
147,0.16666666666666666
148,0.4
149,0.6
150,0.25
151,0.0
152,0.2857142857142857
153,0.5
154,0.4
155,0.25
156,0.0
157,0.5
158,0.75
159,0.14285714285714285
160,0.4
161,0.16666666666666666
162,0.0
163,0.16666666666666666
164,0.4
165,0.375
166,0.0
167,0.8
168,0.25
169,0.5
170,0.2
171,0.0
172,0.5
173,0.2
174,0.16666666666666666
175,0.3333333333333333
176,0.3333333333333333
177,0.5
178,0.0
179,0.3333333333333333
180,0.25
181,0.5
182,0.6666666666666666
183,0.1
184,0.0
185,0.2
186,0.2
187,0.0
188,0.0
189,0.16666666666666666
190,0.0
191,0.1111111111111111
192,0.3333333333333333
193,0.4
194,0.4
195,0.25
196,0.3333333333333333
197,0.3333333333333333
198,0.3333333333333333
199,0.3333333333333333
200,0.6
201,0.2857142857142857
202,0.375
203,1.0
204,0.16666666666666666
205,0.42857142857142855
206,0.375
207,0.0
208,0.42857142857142855
