,pmi,pcent
no,0.2302107185373023,0.08508508508508508
never,0.2003040593443869,0.03403403403403404
only,0.17685706232187592,0.06406406406406406
nothing,0.16086662179269517,0.022022022022022022
refused,0.14953173397096364,0.010677344010677344
any,0.14939329692498923,0.04437771104437771
unable,0.1395015596110264,0.009342676009342675
completely,0.12464244520727659,0.009342676009342675
without,0.1222573160513045,0.022689356022689355
everyone,0.12162476147238213,0.021021021021021023
ever,0.1072863708510405,0.018018018018018018
all,0.10084874519416426,0.08141474808141475
impossible,0.09798040836020382,0.008341675008341674
everything,0.09347459517984172,0.009009009009009009
anything,0.08764730705875567,0.01434768101434768
little,0.08520686522177075,0.01701701701701702
always,0.07197349962508924,0.022689356022689355
one,0.07165009182814273,0.07440774107440774
zero,0.0702578937935381,0.004337671004337671
nobody,0.06899287148695142,0.00667334000667334
