,pmi,pcent
always,0.13062018241706422,0.047094188376753505
all,0.11239218702150718,0.08517034068136273
only,0.10109611687136881,0.056112224448897796
any,0.09325749348658272,0.04609218436873747
little,0.061991676027968005,0.022044088176352707
same,0.0553500950831649,0.03006012024048096
free,0.05098555473286753,0.014028056112224449
everyone,0.0496452304891653,0.017034068136272545
easy,0.04834778415779384,0.013026052104208416
was,0.04646312472320068,0.17935871743486975
avoid,0.04609110720026709,0.011022044088176353
boring,0.04095060361309528,0.008016032064128256
completely,0.04019088058324528,0.01002004008016032
small,0.03875298629723324,0.014028056112224449
at,0.03606948381802949,0.10721442885771543
and,0.03593200922606337,0.41082164328657317
thought,0.035401927050916,0.01503006012024048
most,0.0348467313301681,0.04609218436873747
support,0.03298649899630645,0.013026052104208416
stayed,0.03226086221822148,0.00501002004008016
