,pmi,pcent
never,0.29376111852816317,0.060030015007503754
any,0.2375211061485702,0.058029014507253625
no,0.2156225439209264,0.09354677338669334
always,0.2050375146284917,0.04352176088044022
all,0.13998719296739398,0.09804902451225612
anything,0.13720112151348496,0.021510755377688845
ever,0.12121357075317268,0.02301150575287644
only,0.11076546299773686,0.05652826413206603
everyone,0.09309042306601203,0.017508754377188594
was,0.08354446212726227,0.17258629314657328
do,0.07139961151751653,0.054027013506753374
didnt,0.06848641414515624,0.02051025512756378
care,0.06840272688440041,0.010505252626313157
completely,0.06589209380870312,0.007503751875937969
nothing,0.06521214864704557,0.016008004002001
little,0.0620353909194527,0.016508254127063533
free,0.06062462181643484,0.009504752376188095
same,0.060218859993054874,0.027013506753376687
very,0.057498492061216384,0.03651825912956478
one,0.05242579733984974,0.07403701850925462
