,pmi,pcent
some,0.0991341090768858,0.06606606606606606
there,0.048248205094296635,0.08408408408408409
something,0.0439644949760274,0.024024024024024024
people,0.042821368737839344,0.06706706706706707
past,0.038754357852144504,0.014014014014014014
lot,0.03049153831269847,0.011011011011011011
both,0.0279361488864652,0.021021021021021023
want,0.02725101400228672,0.024024024024024024
this,0.027030043942830474,0.1001001001001001
being,0.026180877136682167,0.02902902902902903
might,0.024898923176638346,0.022022022022022022
article,0.024770439667320007,0.009009009009009009
problems,0.024542480471028718,0.01001001001001001
wrote,0.024542480471028718,0.01001001001001001
piece,0.024542480471028718,0.01001001001001001
least,0.02388310355829856,0.013013013013013013
made,0.023348735551902467,0.03003003003003003
really,0.02285950963096149,0.018018018018018018
discussed,0.022474227406969957,0.005005005005005005
likely,0.022259842155854036,0.006006006006006006
