,pmi,pcent
some,0.1537481843498986,0.058686228742914306
least,0.14173627667887637,0.02300766922307436
someone,0.12177187221761637,0.019006335445148383
there,0.11965044983117887,0.10070023341113704
author,0.1124779834266903,0.029343114371457153
person,0.1014084007845935,0.019673224408136045
something,0.10008345855698243,0.022674224741580526
being,0.09161331792299875,0.03267755918639546
made,0.07696104113612819,0.03267755918639546
different,0.0710212697483442,0.013671223741247083
capable,0.07082605256861242,0.0056685561853951315
situation,0.06506359334706187,0.009003001000333445
can,0.062118468098199445,0.07369123041013671
thinks,0.06136894637629223,0.013337779259753251
argues,0.058667848088802856,0.0056685561853951315
able,0.05846645849996394,0.011670556852284094
both,0.058312482058055344,0.017672557519173057
question,0.055569851154810786,0.016005335111703902
multiple,0.05406722127027579,0.004668222740913638
might,0.049628504305160144,0.02634211403801267
