"promptID","premise","splits"
"27307","The spot does leave the viewer wondering about the rest of the story, and what tale the condom could tell.","dev"
"92239","I wonder if that'll make me feel better the next time I see someone blow by me in a new Porsche Boxster.","train"
"90142","The vast majority of Jews, of course, did nothing of the sort--just like the vast majority of Czech, Pole, and American soldiers.","train"
"70308","Critics also declare 1997--dominated by the Spice Girls--as the year of the woman in  Never in pop history have female singers been quite so aggressively, shrewdly marketed on the basis of gender alone (Karen Schoemer, Newsweek ).","train"
"7089","it has radiated with the sheer joy of creative freedom ( Entertainment Weekly) . Critics also lavish praise on the animated Fox sitcom King of the Hill , the latest series from Beavis and Butt-Head creator Mike Judge.","train"
"145047","The management of the cafe has established the rules for the use of their facility.","dev"
"57642","The following letter contains perhaps the funniest story the Shopping Avenger has heard about U-Haul, and by now the Shopping Avenger has received upward of 6.7 million complaints about U-Haul.","train"
"43225","Sue me, Royko wrote.","dev"
"6621","Morrison at first disliked the film, but she is now a fan.","dev"
"122684","Broaddrick's story is believable because of its wretched familiarity, wrote columnist Michael Kelly, citing Clinton's piggish behavior with Lewinsky as evidence that he could be a brute.","train"
"46063","[W]e have a book worthy of its subject--graceful, astonishingly well researched, yet imbued with a sense of flow that is rarely achieved at this level of scholarship, says Daphne Merkin in the New York Times Book Review . (See Sarah Kerr's review in Slate.)","dev"
"92465","In the end, the book is another performance, another ranting Kinski creation.","train"
"144910","Welcoming the decision in an editorial, the paper said it creates a  No dictator or tyrant may cite national sovereignty to claim impunity from justice.","train"
"103736","his lungs are not particularly large to begin with.","train"
"89786","Where are we going?","train"
"43455","The forces that are bringing a little more order to orthography are doing the same to semantics.","train"
"143782","In a 1962 retreat for university students in Krakow, the future pope, espousing what sounds like the Gospel According to Carol Gilligan, told female participants that women are more feeling and intuitive people and become involved in things in a more sensitive and complete manner.","train"
"79952","For example, Bruce Barton's The Man Nobody Knows , a best seller in 1925-26, portrays Jesus as the ultimate businessman.","dev"
"109778","The Pescis and Esther Williams won't come unless they get some!","train"
"81645","It has been suggested that Clinton limited his idea to under-18s in order to affront only people who cannot vote.","train"
"143714","The rules we've always had is that politics stop at the shore, one senior White House official said, speaking on the condition of anonymity.","train"
"89783","What are we becoming?","train"
"41930","Steve Forbes' Farm Recovery Plan","train"
"78547","These writers, in Walcott's view, have managed to see the islands as they are--in all their visual surprise--and not as some fragment or falling-off from European achievements.","train"
"66295","He offers his philosophical view.","train"
"128359","One scam, reported in the Chronicle of Higher Education last month, involves a man posing as a director of the Saudi-based Islamic Development Bank or as a professor at a Saudi university.","train"
"1260","So far, we'd spent about 10 minutes decoding just five words, but I felt on top of them and was ready to move on.","train"
"98075","Y2K came and went without terrorism or technological snafus.","train"
"96512","And if things go well, you were behind the commander in chief all the way.","train"
"87043","Republicans, on the other hand, invariably maintained that the War Powers Act, which Congress passed in 1973 to assert its constitutional power to declare war, was unconstitutional, and that military authority rested solely with the president.","train"
"106618","The Turow didn't arrive from Amazon until Dec. 27--more than a week after the conventional stores.","train"
"24630","Unlike Roger Moore, who seemed detached from the action (as well as from his stunt double), and Timothy Dalton, who seemed above it, Brosnan makes you believe that Bond's absurd feats are the plausible upshot of his refusal to be bested by social or sexual inferiors.","train"
"75820","The woman's 2-year-old nephew cried out","train"
"101808","They seemed too expensive.","train"
"45131","Katha Pollitt announces her resignation from the magazine's masthead, though she will continue to write her column.","train"
"64505","First, is the reigning matron of honor moving to Bangladesh?","train"
"90197","Meanwhile, the French are scaling back to a 35-hour workweek.","train"
"137750","But you went way beyond that--counterposing your traditional/cultural hypothesis to my alleged view that every institutional memory of the Holocaust is a deliberate instrumentalization of it toward cheap and self-interested ends.","train"
"39246","Imagine Harpo Marx giving the hot foot to a pompous official, who takes out a machine gun and blows him  That's how cheap Benigni's hash of farce and tragedy is.","train"
"95361","Book and show together will have you rushing out shopping yet again.","train"
"94355","Don't worry, though; they put a stop to it.","train"
"52234","They will be remembered as the first case in which a permanent member of the U.N.","train"
"138337","Also, why Princess Di was like President  The public cared more about her empathy than about her actions.","dev"
"111791","Still, globalization is, willy-nilly, turning even progressives into de facto one-worlders.","train"
"11386","It's the kind of high-low juxtaposition--of reference, of language, of moral importance--that Woody Allen executes so wonderfully, such as in this excerpt from The Scrolls: Whosoever shall not fall by the sword or by famine shall fall by pestilence, so why bother shaving?","train"
