"promptID","premise","splits"
"123791","T he online auction of models' eggs may be a fraud.","train"
"107781","Well, not really, because I already am.","train"
"83144","One thing you might try is to find out how many .dll files you have.","dev"
"85742","If you missed the two top stories in yesterday's USAT --the government's first post-deregulation attempt to preserve competitiveness among airlines and the emergence of a drug that can prevent breast cancer--they are on the NYT 's front today.","dev"
"53416","David Denby has expressed the disappointment of a generation of critics who entered the field during the feverish, Kael-inspired '70 Once upon a time they wanted to grab readers by the hand and lead them to passionate works of art, but no one would aim so high today.","train"
"56027","And it has attracted a bipartisan who's who panel of advisers, including Republicans Deaver, Molinari, and Bond, and Democrats such as Carter Eskew, a former adviser to Vice President Al Gore.","train"
"143422","Gates calls the Windows-IE marriage the latest incremental step in Microsoft's long history of absorbing separate offerings (e.g.","train"
"48650","Proposed  vertical flight only, to a maximum of 20 feet above the ground.","train"
"2038","I have MS and look just fine.","train"
"128818","Ehud Barak pledged to strike peace deals with Syria and the Palestinians within 15 months.","train"
"103518","The Nixon Library seems eager to blame Haldeman for egging Nixon ","train"
"70875","To keep the colors fresh, he dabbed the carcass with blood from a pail, then grabbed his paintbrushes to capture those lurid reds on canvas.","dev"
"90975","When those same shoppers shop at a department store, they have no way of knowing that it has sold all of its fleece-lined garage booties or Scotchgard triple-stitched Velcro workboots unless they ask a clerk or keep notes from previous visits.","train"
"132530","This need is surely not new.","train"
"50589","His wild, self-aggrandizing public statements made both of them a laughingstock, and the Vanity Fair photo shoot he arranged sullied Lewinsky's image almost as much as a Penthouse spread would have.","train"
"3586","The sense of order here is slight, but it's enough to give the picture a momentary, precarious unity.","train"
"129361","The mask also shows a swelling in the upper left eyelid, which, according to Professor Walter Lerche, head of the Horst-Schmidt eye clinic in Wiesbaden, Germany, could be evidence of a rare form of cancer that may have killed the bard.","train"
"136200","And that's why we used to have dormitories that separated the boys and the girls, and we had chaperones at the dances.","train"
"124757","First they turn all the washboards and jugs into musical instruments, and the next thing you know all the neighborhood crawfish start to disappear.","train"
"142208","This is not a contradiction.","train"
"19633","According to Jane Langmuir, director of the project, water and heat come together and create a totally new appliance.","dev"
"72096","The problem was that it didn't work.","train"
"50794","When she was editor of British Vogue , Wintour commuted between London and New York--on the Concorde.","train"
"78829","It is extremely dangerous to  Every trip to the store becomes a temptation.","dev"
"33557","CEOs don't make hiring, promotion, and salary decisions for the vast majority of the employees in a large corporation.","train"
"114022","The  Is Wallace a postmodern ironist, sarcastic to the point of annoyance?","train"
"42609","Today, the Jewish state maintains only a thin security zone in southern Lebanon; deeper in Lebanon, Hezbollah guerillas now operate openly in territory once policed by Israeli forces.","train"
"72993","Under the Features rubric, we've grouped our regular articles, news commentary, and arts and culture features.","train"
"40753","I have a problem that often leaves me frustrated and angry at  I am very bad at small talk.","train"
"111693","The conspiracy-minded allege that the chains also leverage their influence to persuade the big publishers to produce more blockbusters at the expense of moderate-selling books.","dev"
"128785","But it is not the most vital work.","dev"
"137751","Is that the only possible alternative to your view?","train"
"115685","First, they want to know what's attractive about him.","train"
"13403","Rehnquist's conferences are no-nonsense.","dev"
"84413","I have only seen Dubya once since graduation-I think it was at some command NBC event my wife [Jane Pauley] dragged me to.","train"
"321","You can do what some corporations do.","train"
"120991","First, even if punishment is inevitable, it falls not on the owners at the time when the sin is committed, but on the owners at the time when the sin is discovered.","train"
"33827","And Rupert Murdoch ( of Fox TV ) recently bid an estimated $350 million for the Los Angeles Dodgers and their stadium.","train"
"62335","Gay liberation, like feminism, is central to the whole individualist ethos of the last two decades.","train"
"12773","She makes culprits out of answering machines, electronic mail, campaign money, malpractice litigation, HMOs, corporate takeovers, and the demise of house calls by the family doctor.","train"
"130479","ABC's problems, one suspects, will be much harder to solve, if only because they have much to do with network television as a whole and not just ABC in particular.","train"
"87467","The hero was 38-year-old Broncos quarterback John Elway, who passed for 336 yards and ran for a touchdown to put the game away.","train"
"29786","[B]ecause the equality of right and ability breeds equality of hope in the attaining of our Ends, and because each man's ends are naturally to be preferred to his rival's, the two will inevitably become enemies, and in the absence of a neutral arbiter they will endeavor to destroy or subdue one another.","train"
"65133","The Coming Conflict with China , by Ross H. Munro and Richard Bernstein (Knopf).","train"
"137227","It's not that they don't study at all, because they do.","train"
"135743","Palestrina , by Hans Pfitzner, performed by the Royal Opera (Metropolitan Opera House, New York).","dev"
"35627","There's a small difference of opinion here ...","train"
"131201","I realize now that the cameras and microphones were probably installed by [the Globe ] while I was out, she reports.","train"
"12549","The challenge for Wilde lovers at the end of the 20 th century is  Find a way to appall.","train"
"47016","Some readers selected books that state the  Bill Gates' The Road Ahead (Computers will be important in the future--gosh!","train"
"107502","  Culturebox's Rusty Shakespeare","train"
"136561","1 reason why Monica has seemed like a sweetheart is that the White House has been silent.","train"
"43051","Later, Tom testified against John so as to avoid the electric chair.","dev"
"71065","Happy Halloween, everybody.","train"
"105082","Instead, they're attracted by unabashed, ideologically strict insistence on assimilation through English education.","train"
"42205","The cosmetics-and-smoking mania of the '20s resulted in a whole array of gem-studded vanity cases with built-in lipstick, comb, and compartment for cigarettes.","train"
"23096","Ferguson's carefully lawyered answer to Jones' complaint, in which she seeks damages from him as well as Clinton, confirms that he then escorted Jones to the upstairs floor and pointed out Clinton's suite.","train"
"139182","Simpson gripes about the Brown and Goldman families and says he's trying hard to survive on $25,000 a month.","train"
"77875","As legal scholar Randall Kennedy wrote in his book Race, Crime, and the Law , Even if race is only one of several factors behind a decision, tolerating it at all means tolerating it as potentially the decisive factor.","dev"
"130420","Not all the way--he has not yet succeeded in building a durable majority on the court.","train"
"40167","No matter how much information gets loaded into it, the Internet is never going to transform the dynamics of human behavior.","train"
"136492","Those in the bottom half are threatened by globalization and technological change.","train"
"134994","Because you know which teams are successful before you begin your analysis--those that win--you can use mathematics to identify similarities among those winning teams.","train"
"96177","However, what guarantees that powerful institutions get skeptical scrutiny isn't a lot ofstagy self-mutilation.","train"
"26293","If traditionalists sometimes sound bitter, it should not be something at which to  From being called all sorts of unpleasant names, to overt discrimination, public humiliation, and ostracism, traditional Catholics have every reason to distrust and dislike the Vatican II apparatus.","train"
"116059","These days, newspaper writers are no longer allowed the kind of license he took.","dev"
"24557","Kaufman did read from Gatsby in his act, according to Zehme's book, but rarely did he finish the first chapter anywhere, much less two pages.","train"
"134698","It's typical of Goodman's blend of the sublime and the haimish (homey) that when Elizabeth experiences an epiphany while looking at Cole's picture, it is the revelation of a most unambitious  She wants to open a kosher grocery store.","train"
"24587","The site got 6 million hits in a month.","train"
"89555","Dole has taken this position because it is right for America, Dole spokeswoman Christina Martin said earlier this year.","train"
"18041","The back jacket is crammed with bipartisan blurbs--from Jack Kemp to Vernon Jordan, Dianne Feinstein, and Ann McLaughlin, George Bush's secretary of labor.","train"
"130850","The Young Man From Atlanta (Longacre Theatre, New York).","train"
"141020","Now think what would happen if Microsoft had a monopoly in the browser market.","train"
"65632","Were it an ordinary quiz and were you ordinary quiz participants, I'd dilate on your detestation of cutesy unconventional spelling.","train"
"120479","His nickname is the Butcher, and he carried out many of the brutal massacres ordered by Pol Pot.","train"
"44287","Most reporters covering the campaign are well schooled in the former and only minimally, if at all, knowledgeable about the latter.","train"
"71701","This, of course, is not a very satisfactory state of affairs for theoretical economists--or, for that matter, policy-makers or speech writers.","train"
"6118","His son Bill was a professor in the Princeton math department, and his granddaughter Julie was my best friend.","train"
"110962","Now imagine being at my Web site, reading my promotional materials, and deciding you'd like to read the book.","train"
"142545","More like, God but my daughter's adorable.","train"
"22138","But I'm single, [so] I'm allowed to do that, I guess.","train"
