"promptID","premise","splits"
"79143","Our loyal opposition on the right used to tell us that a man can do anything with his property.","train"
"42462","By contrast, many nerds can be handsome (Gore) or self-confident to the point of arrogance (Gates, Gingrich).","train"
"89958","It would also help our thinking if we could avoid the sex and violence mantra.","train"
"6524","By then Gore will be campaigning seriously, distancing himself from Clinton, and running macho ads; Bradley will have defined his big ideas and endured the inevitable media backlash to his current rave notices; and the voters will actually be paying attention.","train"
"69909","And being read, ultimately, is the name of the game.","train"
"117259","He's a veteran, isn't he?","train"
"31360","We could easily follow along in that vein, in our less perfect versions, and so can Miss America, in her sweet one; but what's truly groundbreaking nowadays is to stroll on the sand or romp in the waves in a full-length dress.","train"
"57817","I then launched Xwindows.","train"
"22741","So the first choice should be read as being between the certainty of being rich and a possibility of being rich.","train"
"33115","Possession of a firearm or destructive device (i.e.","train"
"32685","The team now faces China, which crushed defending champion Norway 5-0.","train"
"27619","As it happens, right now the deal isn't looking as great for Lucasfilm as it originally did.","train"
"29767","The Network Vehicle designers left car phones off the list, I guess, because they assume that car phones are practically standard equipment today.","train"
"125336","I doubt you could find a single example of my ever having used it myself.","train"
"56788","None exploited pig as an epithet for policeman.","train"
"132029","That analysis is guided by an economist's faith in the maxim that people are generally pretty good at looking out for their own interests.","dev"
"104953","I see a method to his madness.","train"
"63257","In a curious bit of marketing, the offer of $10 off on Mother's Day flowers doesn't expire until July 31.","train"
"145209","At the expense of the middle class.","train"
"79013","But it just might be because he's afraid he'll lose his No.","dev"
"60813","Pre-McGrath, it was even forbidden to review a book published by one's own publishing company.","train"
"38608","Israeli security officials believed that the murdered real-estate dealer was executed by plainclothes Palestinian Authority police.","train"
"61695","Senate Republicans last month killed a reform bill that would have cracked down on PACs, soft money, and other current arrangements some people don't care for.","train"
"109070","Powell, on the other hand, had a marriage, a child, lovers (male and female), loyal friends.","train"
"102615","Web advertisers, meanwhile, don't seem to place any special value on reaching paying subscribers.","train"
"70201","It would be more entertaining to consider mixed motives, mitigating circumstances, conflicting social pressures, complicated histories, and then find that in this unique situation you really should shoot the guy.","train"
"51361","I do know that I could see every plot turn dragging its limp, maggoty carcass across the desert from miles away.","train"
"39300","A telltale sign of the leader-preacher inaugural is the use of the phrase, Let us ...","train"
"69916","In other words, yes.","train"
