"promptID","premise","splits"
"1515","I have a friend I used to work with, and we still keep in touch.","train"
"48086","Argentine President Carlos Sael Menem, drive down East 88 th Street holding a can of Bud.","train"
"106527","Take Tsingtao Beer, for instance.","train"
"118840","We taxpayers are employing an army of lawyers and economists who spend their every waking moment--and probably a few in dreamland--thinking of ways to get Microsoft.","train"
"21418","It desperately needs something like the Style section, where it can run imprudent stories that readers are dying to read but have yet to acquire the Heft and Importance of a New York Times News Story.","train"
"102570","They were spending obscene amounts of money on litigation--as much as $750 million a year, by one account--and the strain of wondering if this case would be the one that broke the bank couldn't have made working at these companies much fun.","train"
"98453","In your advice column you recently offered this particular bit of advice: Prudie finds the appellation 'Ms.","train"
"91852","Washingtonians complained.","train"
"130382","Slate 's take on the culture of impotence.)","train"
"106580","Colleen Werthmann is doing a show called SHE HATES HER SUPERVISOR next Monday at the Westbeth Theatre, 151 Bank St., New York.","train"
"41627","But that doesn't happen, because such conservatives are hard to identify.","train"
"69654","And by following up his serious accusation (i.e.","train"
"110328","Morris says the real profligacy was Ickes' insistence on keeping large staffs in key states long after the danger of a primary threat to Clinton had evaporated.","train"
"26443","In fact, the sloping shoulder was the noticeable feature of the new clothes of the Dior era, coming as it did immediately in the wake of the Joan Crawford/Rosalind Russell period and its vigorous shoulder padding.","dev"
"8606","If a crocodile can outrun a human being, why can't a T-Rex?","train"
"46658","And if official productivity statistics understate the real rate of progress by 1 percent, official price statistics also overstate inflation by exactly the same amount.","train"
"110185","Release 2.0: A Design for Living in the Digital Age , by Esther Dyson (Broadway Books).","dev"
"4431","the quivering, skulking embodiment of a single  guilty.","train"
"55604","And eventually people are no longer eager to live on garbage dumps.","train"
"114041","The optimistic  There's still one thumb left.","train"
"4082","Helms, who will be 81 when his fifth term ends, is increasingly frail.","dev"
"139700","People stayed in neighborhoods, for example, because they could not afford to move, and because other neighborhoods would not accept them easily.","train"
"130652","Like McCarthy, other Republicans like to pilfer their glory from the field of battle.","train"
"128624","Lacking Starr's moral certitude, Clinton recognizes his own worst instincts and is capable of transcending them.","train"
"3745","Meet the Press host Tim Russert took his Christmas vacation five days early by letting Rep.","dev"
"50197","When asked why he did it, he reportedly said, I'm crazy.","train"
"7374","The Constitution requires only that a senator when elected, be an inhabitant of that state for which he shall be chosen.","train"
"68387","The rise of black urban politics destroyed the big city machines the Mafia once depended upon to carry out its rackets.","train"
"17430","I guess there's not much hope that she can kick up her heels a bit in Volume III, what with World War II just over the horizon.","train"
"54269","OK, enough already.","train"
"38946","Have you forgotten U.S. history?","dev"
"65090","Whether that's by design or disinformation on the part of their nonjournalist Microsoft bosses, I can't tell.","train"
