"promptID","premise","splits"
"105603","Indeed, other European nations with similar histories of subjugation maintain similar words.","train"
"110388","Pro-choicers point out that these close-up images literally cut the fetus's context--the woman--out of the picture.","dev"
"122247","There isn't much room in Schor's schema for even the interesting curlicues of spending culture, such as the joy in finding a bargain or personal variances in taste (e.g.","train"
"3200","So he clearly found a way to project a bandwagon of strength without putting U.S. troops on the line.","dev"
"73187"," You know something?","train"
"67679","About what you did to that nice Galileo?","train"
"99489","That is, it had a much flatter income distribution, so that people had much more sense of sharing a common national lifestyle.","train"
"141927","Serbian and Croatian minorities complain they will not get a fair shake in the Muslim-majority state.","train"
"12060","I'd be smoking right now if it weren't for the part about the hideous respiratory illness and coughing away my life in a painful and protracted demise.","dev"
"32421","I'm sure that if you asked the same questions, but divided all the amounts by a million, your answers would be very different.","train"
"40474","From one point of view--mine-- Apt Pupil is unacceptable because it uses the Holocaust as dramatic fodder for a lame and shallow drama, but Hogan's Heroes is acceptable because its dimwitted POW humor steers clear of the Holocaust.","train"
"100992","Better health care affects athletic ability directly.","train"
"36148","Sales have fallen dramatically as consumers have turned instead to vinaigrettes, salsas, and mayonnaise.","train"
"31663","When he attempts to lampoon what he sees as a silly orthodoxy, he often just gets it wrong.","train"
"140509","And this is the morning after.","train"
"125647","But where Daley often drew on the worst side of ethnic Chicago--its tolerance of corruption, its parochialism and racial prejudice--Royko spoke to its better instincts.","train"
"29647","During an election post-mortem (televised on C-SPAN), she suggested that it would have been very difficult for Bob Dole to win the presidency in the Electoral College since, according to her, Bill Clinton went into this election with 300-some electoral votes already locked up, based on the results of the 1992 election.","train"
"64119","Chapter headings in Wendy Shalit's new book, When Modesty Fails .-- Ananda Gupta","train"
"3305","I will rally the armies of compassion to nurture, to mentor, to comfort, to perform their commonplace miracles of renewal.","train"
"19246","Just don't ask any hard questions of the book, because it won't answer them.","train"
"48086","Argentine President Carlos Sael Menem, drive down East 88 th Street holding a can of Bud.","train"
"50346","Parents have the same obligations to support their children regardless of whether they are, or ever were, married to each other.","train"
"42831","In hopes of attracting more white votes, the Democratic Party has distanced itself from civil-rights leaders like Jesse Jackson, and from issues like welfare reform and affirmative action.","train"
"106411","His diet was of wheaten bread,","dev"
"97009","Black South Africans may throw their support to the Pan-Africanist Party, a left-wing spinoff from the ANC.","train"
"20602","The most articulate, and the most troubling, came from M., who wrote, Last year, flying from Baltimore to Chicago with my entire family (two really little kids included), we set down at Midway in a rainstorm.","train"
"3783","There's a flower called Wandering Jew.","train"
"19977","But unfortunately, we have to sit and wait for studies that are underway to finish before we can predict the future with something more statistically powerful than hope.","train"
"122469","I've got a sticky problem.","train"
"42319","He gave the Israelis the bible of American signals intelligence, a manual that shows exactly what foreign (that is, Soviet) signals the United States has intercepted.","train"
"134061","60-per-minute Belgacom charge, and make it cheaper to call Antwerp--just 40 miles away--via California than directly.","train"
"125783","And parents of both sexes should remember that growing children are the fastest-paced Americans of them all.","train"
"92240","But all this talk about global overcapacity suggests that automakers see themselves as all making the very same thing.","train"
"97625","Finally (in a holdover from classical Chinese political theory), China's leaders insist on claiming the moral high ground, because top leaders are supposed to be morally superior men.","train"
"109305","One makes Skipper.","train"
"72099","The Arab states that arose were uninspiring monarchies or autocracies, and Nasser's grand dream of a united pan-Arab state that included Palestine came crashing down with the Arabs' ignominious defeat in the 1967 Six Day War.","train"
"25173","Others observe that even remakes with good intentions cannot overcome the blandness of the original, whose score is said to be vastly inferior to the Disney film version's.","train"
"138486","The first banner ads were relatively obvious appeals for a click-through.","train"
"62073","But will they ever really circulate?","train"
"5498","Internet Envy exists in cyberland itself, too, but it is much more straightforward.","train"
"98121","Moral indignation over the incident was almost overshadowed by disbelief that nobody had noticed her condition.","train"
"88437","The conservative British journalist, known for his mammoth histories, writes an old-fashioned Great Man chronicle of the United States.","train"
"94486","The Star reports that actress Jodie Foster is pregnant through artificial insemination.","dev"
"75997","I wish I had studied Hebrew rather than Latin.","train"
"121549","In your article Amazon.Con, you compare order time on the phone for a traditional bookstore vs.","train"
"138237","Indeed, 58 percent of Columbia/HCA's beds lie empty, compared with 35 percent of nonprofit beds.","dev"
"52237","' In light of U.S. history, such punishment is virtually a return to the lynching that was practised during the frontier development period.","train"
"11075","Now Shepard is quite right that if true productivity growth is 2 percent, not the 1-percent measured rate, and if the labor force is growing at 1 percent, then the economy's true speed limit is 3 percent, not 2 percent.","train"
"13640","The offsetting disadvantages?","train"
"111123","(Never mind the strictest reading, which supposes that creation took a week.)","dev"
"126476","They actually seem to play because they love their game.","train"
"141723",", is solid and workmanlike, nothing like what I think we have the right to expect from the sage of Cambridge.","dev"
"65250","(Actually, is it the teen-age girl audience?","train"
"7008","Even if Martin had failed to deny Maxwell a conquest that evening, and thus failed to slow the epidemic, he could at least have made someone happy.","train"
"51891","If , however, you have been deputized to ask on behalf of your GF, she's in a bit of a bind, unless the lease stipulates how many people may occupy the flat.","train"
"139008","Also, check out this illustrated, in-depth exploration of Beck's fashion choices.)","train"
"96801","It's afterward that the trouble starts.","train"
"114256","A piece claims George W. Bush and Al Gore are spiritual twins.","train"
"71901","Is this reasonable caution or self-important delight in martial law?","train"
"50763","With a quantified target, jurors would at least know what to aim for, even if they can't be sure of hitting it.","train"
"41313","I would defend Clinton's apology as a statement of aspiration.","train"
"97663","I throw rocks through the window of a different McDonald's every week.","train"
"25912","Time credits Mexico's young voters--the NAFTA generation--for the ruling party's defeat in last week's elections.","train"
"135031","For arcane legal reasons, the actual ceremony must take place offline.","train"
"122979","Many cities are doing the same.","train"
"19008","It prints too little original content and relies heavily on poorly written wire copy.","train"
"120015","The critics are dying to  Is the 5-month old girl adopted or not?","train"
"57322","5) The Democrats are reaping what they sowed (after torturing Robert Bork, John Tower, and Clarence Thomas).","dev"
"8741","There's also Albright's relationship with her Jewish first cousin , who still lives in Prague.","train"
"139827","The situation will be like that in a cabaret, where you cannot sit down at a table and watch the show without paying something.","train"
"101876","And we can't have the coffee that comes with our complimentary continental breakfast because they might have drawn the water first thing in the morning without letting the taps run for the two minutes required to flush the lead out of the pipes.","train"
"138230","Artaud may have been mad, but his art is hardly confined to madness.","train"
"130575","The obvious targets of the sweepingly vague amendment are clinics offering confidential medical services, and schools providing sex-ed classes and suspicious curricula and books.","train"
"31067","Bond says this as though recounting some remarkable achievement.","train"
"56189","And denying women emergency contraception.","train"
"140365","Saddam Hussein's gassing of the Kurdish population in 1988 falls outside the arbitrary 10-year rule.","train"
"56761","The hurt is not enough.I long for weight and strengthTo feel the earth as roughTo all my length.","train"
"143766","Amatter that bears  how closely the language and dynamics of hype come to resemble those of arms control.","train"
"63326","Some may blame neighborly ignorance on soulless, anomic suburbs, and indeed Barton, Klebold, and Harris were ciphers to the folks across the lawn.","dev"
"64965","In Michael Kinsley's Ethics Upside Down, he notes that there are two possible reasons why conflict of interest is a bad thing for ","train"
"110570","For the next few months I must use the laundry room in the basement of the building where I'm house-sitting.","train"
"69905","When Giuliani vetoed Talk 's party site and told the press it was unimportant and irrelevant, all he did was make the magazine important and relevant.","train"
"73636","(rotten dot com provides constant updates on such atrocities.)","train"
"112304","The search for a modern Cagney is a vain one--nobody could compare to him.","train"
"110185","Release 2.0: A Design for Living in the Digital Age , by Esther Dyson (Broadway Books).","dev"
"124755","Dan Burton, in an appearance on Good Morning, America , said he had sent a letter to Attorney General Janet Reno urging her to have the FBI seize the Kuhn paperback immediately so it can be examined by its own labs.","dev"
"65800","French prosecutors dropped their investigation of the crash that killed Princess Diana.","train"
"67922","Something deeper is wrong.","train"
"107399","Bush the elder came of age when New England Republicans led the party, and patrician manners were boons to a Republican.","dev"
"37119","So what's a president--or an attorney general--to do?","train"
"65500","Skeptical doctors assert that such NDEs are purely physiological (naval pilots exposed to extreme gravity also have visions of bright lights and a God figure).","train"
"25721","But what about the other editors of the Daily Cal who couldn't say they'd been martyred at a campus once renowned for its leftism?","train"
"59565","With Dole at last in the race and equal to Clinton in campaign dollars, the struggle to define the choice will peak.","train"
"97835","They went completely bananas.","dev"
"63271","Other publications can be cavalier without worrying about squashing an author's budding career.","train"
"111127","The inevitable legal challenges have arrived, but they're all piecemeal, failing to address sweeping constitutional questions.","train"
"135807","William Henry Harrison could talk about the governments of Athens, Rome, and the Helvetic Confederacy and expect his audience to know what he was talking about.","train"
"97624","Current Chinese leaders have distinctive characteristics that give them significant advantages over the United States in foreign policy.","dev"
"146173","But instead of achieving power and domination, I suffered a mammoth blow to my junkie ego.","train"
"80005","Insufficiently rewarded for relaxing their standards, they relax their standards insufficiently.","train"
"70339","I guess I'm answering the What happens next?","train"
"118748","just before it winds down (Ben Brantley, the New York Times ). Still, the show, having sold out its initial run, is being extended.","train"
"64123","Per week?","dev"
"87906","Critics note the emergence of Lewis and Clark chic (a miniseries and a movie about the explorers are imminent).","train"
"139702","Ehrenhalt's book may be the best of the new literature on community, because rather than waxing poetic about community in the abstract, he describes actual communities.","train"
"32815","But he's looking in the wrong places.","train"
"40384","But it is not a transitional problem.","train"
"3066","D'Amato tried to exploit the ill feelings between New York City and upstate.","train"
"114025","A Supposedly Fun Thing I'll Never Do  Essays and Arguments , by David Foster Wallace (Little, Brown and Co.).","train"
"23628","James Fenton in the New York Review of Books says,  'Plath lovers' will never forgive Hughes for having been Plath's lover--a role which in their fantasies they would much better fill.","train"
"59889","The Three-Arched Bridge , by Ismail Kadare, translated by John Hodgson (Arcade).","train"
"95989","Lebed, or whoever emerges from the wreckage.","train"
"143515","Dan Quayle called the drug story a side show but added that Bush's wounds were self-inflicted.","train"
