"promptID","premise","splits"
"16494","It cannot be outlawed.","dev"
"57413","Consider the Globe : As the respectable media have become sleazy, the Globe has become sleazier.","dev"
"20759","But enough about me.","train"
"46801","Let's do lunch!","train"
"112830","She signed a false affidavit in the Paula Jones case.","train"
"45442","The unintended side effect is radical, direct  In what other state do voters set the tax rates?","dev"
"56842","According to the Star , Mia Farrow is adopting yet another baby, and she plans to name this one after her late former husband.","train"
"13716","As he faced a firing squad at the end of the day, he shouted out a phrase that was variously reported as Long live holy Germany!","dev"
"35916","Somewhere in the Maryland panhandle, E and I were for some reason discussing Wendy Shalit's book, The Return of Modesty , which makes the case for chastity, patience, courtship, etc.","train"
"110981","If they want to support me in the objectives I have outlined, that's fine, but I don't take positions or make votes in response to offers of contributions.","train"
"56488","You know.","dev"
"88435","The most malignly error-ridden study of the American people to appear since the Politburo went out of business (Robert Sam Anson, the London Times ). Even Newt Gingrich, who raves about the book in the Weekly Standard , says Johnson's account of events since the 1960s is too polemical.","train"
"10719","Even though he had an appointment to the University of Virginia in his pocket, Pop several times extended his stay at the White House to help out with the struggles over inflation and recession, and never once publicly said a word against Nixon.","train"
"484","What did I know?","train"
"13717","5) The euro pact will promote fiscal responsibility by limiting countries' authority to run deficits and devalue their currency.","train"
"22474","The Falcons, who have stunk perennially, are football's best Cinderella story in years.","train"
"28698","But we'd also like to acknowledge extraordinary generosity by people for whom it hurts, and to encourage more imaginative giving.","train"
"43862","I know you find that hard to accept, but really, it's true.","train"
"128189","At another, the mother of a teen-ager murdered while in Johnson's employ sobs, People call you a hero ...","train"
"99791","Even analysts who had argued for loosening the old standards, by which the market was clearly overvalued, now think it has maxed out for a while.","dev"
"123024","He should have had the sense to call the president names in private, says the smart set.","train"
"76715","Similarly, in these two stories, the pilot and the two boys are, in effect, fighting against the power of race consciousness as a form of conformity, even as they are trying to find their meaning through their race.","train"
"51049","The most popular response (the one all the cool kids are writing) plays with the malathion (yeah, right) the city is spraying throughout New York to kill mosquitoes (wink, wink) that transmit encephalitis (go  pull the other one).","train"
"144947","Indeed, Said and other rejectionists showed a perverse glee when Israel's dovish Labor Party was defeated by Benjamin Netanyahu's Likud.","train"
"74466","While the home still evinces mutterings of Xanadu from the envious, it is actually smaller than Aaron Spelling's 50,000-square-foot mansion in Beverly Hills, and no one in California thinks it unseemly that the genius who brought us Charlie's Angels shouldn't reap the fruits of his labor.","train"
"107326","I do shake hands, [but] I think it's a terrible custom.","train"
"53962","Instead of being sheared, shearling's strands are coaxed into clumps.","train"
"6557","(He appears on this week's Meet the Press .) Conservatives describe his article as not an honest piece of work and more than sloppiness and Brill himself as a slime artist, who on fire ...","train"
"59072","The greatest tribute to Bird is that his players now play as he used to.","train"
"141289","Chatterbox leans toward this latter interpretation, because he can't recall ever seeing any true southerner smirk, not even Molly Ivins; hers is a different kind of smile altogether.","train"
"17206","The critics are ganging up on social critic Mike Davis, the MacArthur fellow and Marxist deflater of Los Angeles' dreams and delusions.","train"
"27682","The decline of empire has its Olympic corollaries.","train"
"6419","Smaller companies, therefore, must distinguish themselves by the content they gather and how they present it if they are to compete.","train"
"134977","Pat Buchanan followed immediately behind, handing out smallpox-infected blankets and bottles of whiskey.","dev"
"9079","(When his father died, Daniel was in jail for driving a car with stolen tags.)","train"
