"promptID","premise","splits"
"37940","It's effective.","train"
"11225","GS's Saturday Evening Post articles eerily suggest words we were to hear 50 or 60 years later.","train"
"111049","You can't liberate me.","train"
"88694","Without gloves, a boxer would break his hands after a couple of punches to the skull.","train"
"83952","Wine is almost entirely a cloned product.","train"
"115495","My patient publisher was weary of waiting; my friends were beginning to taunt me with the prospect that I'd never finish; I was ready, as the self-help literature counsels, to move on.","train"
"69940","And in the poem's final image of the Holy Ghost at the brown brink eastward appears as the sun rises in a spectacular dawn, including the brown sky of coal-fueled industrial terrain--a vision of godhead as sunrise in smog.","train"
"72040","Where would he be today without American commercial know-how?","dev"
"54967","If more than 24 hours occur between initial suckage and revivification, victim no longer qualifies for living death designation and will be considered conventionally deceased.","train"
"137301","And if Posner tells the government that whatever tortures it has in mind will do more harm than good, the government will have to listen hard.","train"
"49971","The reason to see Man on the Moon is Jim Carrey.","train"
"117608","It worries me that before I thought too hard about it, I was having a pretty good time.","train"
"121344","  An excerpt of a new Al Gore biography points out that by enlisting in the military, Gore all but ensured he would avoid Vietnam combat, but it rejects the claim that Gore received special treatment or protection.","train"
"67890","(If you doubt a small price increase would significantly affect the sales of Windows 95, you must conclude Microsoft is undercharging out of either foolishness or generosity--neither of which is terribly consistent with the way the Justice Department and the public at large think of Microsoft.)","train"
"131966","One of her more comical tics is to repeat a concept over and over, uncritically, until it takes on an almost physical presence, like a parody of a Platonic ideal.","train"
"56791","There were no pigs in pokes, no when pigs fly, no in a pig's ear, no Pigmeat Markham, no pork salad Annie, no Gadarene swine, no Piggly Wiggly, no E. B. White's Wilbur, no there in the wood the piggy-wig stood.","train"
"546","If Steele really changed her story a second time, to Story No.","train"
"118898","When reports about McCain's bad temper first emerged out of Arizona this fall, they indicated that he had muscled, rebuked, punished, and cowed fellow Republicans in order to squelch dissent.","train"
"8649","On other questions as well, U.S. officials use fatalism and objective language to minimize American responsibility and rule out options.","train"
"112399","The Bradley campaign declined to provide a comment for this story.","train"
"72739","I did not mention Monica in my lecture, but the first question I was asked was how President Clinton could do his job with all the distractions caused by the Monica Lewinsky affair.","train"
"84220","We do seem to end up with a lot of lawyers.","train"
"46880","Despite all the hoopla over a pro-choice advocate's confession that he had lied about the circumstances under which the procedure is generally used, only five lawmakers switched their votes from no to yes.","dev"
"66248","The baby's father responded by filing a wrongful death suit.","dev"
"22318","To pick these nits is not to deny Kutler's heroic efforts to bring this material to the public.","train"
"116055","Of course, Uncle Chester, along with Slats Grobnik and Aunt Wanda, didn't really exist.","train"
"101525","Monday's Question (No.","dev"
"106528","Instead of using the money it raised from the IPO to expand, though, it lent the $110 million to other Chinese state enterprises and then watched many of those loans go south.","train"
"132469","Far from perfect.","train"
"137162","George W. is lying either when he professes his faith or when he denies its implications.","train"
"46270","Until tomorrow, Katharine","train"
"145873","(Here is Time 's shorter version.)","train"
"57265","From Gulliver's Travels to my scout troop's walk through the Heart Room at Philadelphia's Franklin Institute, grotesque shifts in scale have always been funny, particularly when a little thing is made big enough to walk into.","train"
"33812","An article hypes the Hale-Bopp comet, which will be visible for the next month, as the best celestial show in decades.","dev"
"69107","Be of good cheer,","dev"
"125407","Herbert Gutman's The Black Family in Slavery and Freedom 1750-1925 (1976) showed that slave families, while often broken up when members were sold or assigned to different plantations, were remarkably monogamous and stable.","train"
"2418","I'm sorry Mr. Bork recalls my review of his book as one of the less comprehending assessments.","train"
"43515","An all-male production of Jesus Christ Superstar .-- Beth Sherman","train"
"113557","Weicker has yet to declare his intentions.","dev"
"134640","Disappointing, really.","train"
"45219","Thus, the existence of supranational bodies with significant functions of governance is no longer the issue.","train"
"105507","Beatty's flirtation with the presidential campaign may be a canny political tactic.","train"
"116533","Offending countries must conform with WTO rules, or face harsh sanctions.","train"
"90720","with her country's drastically changed landscape (Michiko Kakutani, the New York Times ). Tired harangues about capital punishment and gun control are said to come at the expense of developing her characters, who don't behave like humans (Carolyn See, the Washington Post ). Others pay the customary obeisance to Gordimer's nuanced depiction of morally confused white liberals, in this case an older couple whose son is accused of murder.","train"
"112347","Didn't matter.","train"
"14813","A fascinating story explains the life cycle and social customs of honeybees.","train"
"12670","A profile crowns Chris Rock The Funniest Man in America.","dev"
"28554","Yet deficits are deeply unpopular, most of all with the sort of folks who celebrate the new wealth created by the stock market.","train"
"61656","This was back when you still had to justify your pop taste to your parents, before they started lighting up and handing you joints.","train"
"94308","The second, more important answer is that analysts are crucial contributors to short-term thinking.","train"
"125123","Now he believes he can be president.","train"
"95590","Unlike his cold-eyed assistants, he preferred to visit the battlefield after the corpses had been cleared away.","train"
"69761","My body is to me like a crippled rabbit that I don't want to pet, that I forget to feed on time, that I haven't time to play with and get to know, a useless rabbit kept in a cage that it would be cruel to turn loose.","dev"
"139173","Who exactly suffers from those punishments?","train"
"31082","Dog Bites Man is a poor substitute, but beats Man and Dog Work Really Hard Late at Night for a Long Time Until One of Them Screws Up.","train"
"8167","They give me a paltry allowance while they live high on the hog with cruises, flying trips, etc., leaving me home to feed the cats and empty the litter pans.","dev"
"125332","It's no wonder that Wolf has become a well-paid political consultant.","train"
"49942","The man just did not want to hit the putt.","train"
"38252","Dumping their tax-deductible loot by the millions, the corporations (Archer Daniels Midland, GE, Mobil, Exxon, Chevron, Dupont, Metropolitan Life) encouraged the sort of shows only a member of the Business Roundtable could  centrist news programs, conservative talk shows, Wall Street advice shows, lions-of-the-Serengeti documentaries, and historical dramas that set all human conflict in late-19 th -century England.","train"
"31706","The man who had once come up with a has-been corner skit, in which, as Zmuda recalls, forgotten performers would be sent out to flounder in front of an audience ...","dev"
"18584","And in the Where are they now?","train"
"42238","What and who will they tax?","dev"
"42245","Will they tax themselves to build highways and create new bus lines?","train"
"133560","At least, Chatterbox thinks that's what Johnsen said ...","train"
"123445","Rather than call this plan a solution, as Lott did, the AP reported that DeLay had conceived it as  'a little trick' that would put Clinton at risk of being blamed for a shutdown.","train"
"141285","Can't be done, can it?","train"
"29572","The USAT front states that Italy's defense minister is demanding criminal prosecution for an American Marine pilot whose plane sliced through a ski gondola's cable Tuesday, killing all 20 passengers.","train"
"99758","Wesley Clark's 1975 thesis, which doubted the coercive effects ...","train"
"112947","It's the new heartlessness.","train"
"117256","Who is he, and why does he need to be anonymous?","train"
"128743","More to the point, even as the major airlines have been reaping large profits over the last four years, their productivity has not risen at all, suggesting that consolidation is not improving efficiency.","dev"
"37660","In other words, the paper exhibited the all-too-typical journalistic tic of exposing potential conflicts of interest involving politicians while ignoring those involving journalists.","dev"
"143362","But in both cases, the feds can help.","train"
"78811","As the plucky challenger, Bradley can campaign both to the left and right of Gore, picking up support from anti-Gore, pro-labor activists on one day and boosting his pro-business, pro-free-trade agenda to Wall Streeters a few days later.","train"
"21981","Nor would we allocate it to judges, who are also not scientific experts.","train"
"104949","The climax justifies the technique.","train"
"65021","No offense, but people who care about animals also care about people.","train"
"80997","Our problem is the idea of the white race in particular.","train"
"138401","It was never to say the tobacco industry is being mistreated.","train"
"53710","Clinton : I will continue.","train"
"43051","Later, Tom testified against John so as to avoid the electric chair.","dev"
"110174","A generation ago, Abbott's book was hailed as a landmark, a visionary expose.","train"
"77873","If it's never decisive, it's not really a factor at all.","train"
"35055","Does this mean that you will be happier when the information comes out?","train"
"96827","Barry's retirement team has talked to local universities and historically black colleges about a position for him.","train"
"14167","On various episodes he is a member, along with Bluebeard and the Grim Reaper, of the Jury of the Damned; he takes part in a snake-bludgeoning (in a scandal exposed by a Bob Woodward book); his enemies list is used for dastardly purposes; even his dog Checkers is said to be bound for hell.","dev"
"31819","The obituary is for God.","train"
