"promptID","premise","splits"
"71249","These comparisons obscure the difference between risking one's life in war, as Jack and Joe did, and risking it playing football.","train"
"45297","Joseph finally finds his way through the metaphors, while Rosen proves himself a master of the more prosaic but rich art of the simile.","train"
"125437","It's  If you don't count the people who voted for Clinton, most people voted for Dole.","train"
"65337","The economics are easy enough to understand, lacking major stars, these movies are inexpensive to make and draw the ideal  teens who are capable of seeing Titanic 17 times.","train"
"109350","A few years later, he developed a fascination with the comely Catherine Oxenberg, then starring in the TV show Dynasty . Salinger traveled to California and had shown up on the set, according to biographer Hamilton.","train"
"90039","Lucy screamed, I've got to know.","dev"
"70591","That is a level of atrocity from which most viewers must recoil.","train"
"65491","Newsweek 's The Mystery of Prayer reports that 87 percent of Americans believe God answers their entreaties.","train"
"113750","Perhaps the era of fashion is over, or soon to be.","train"
"50053","At that point, of course, most of what Toobin now criticizes in Isikoff's reporting (including the role of Clinton's enemies in advancing the scandal) was well-known.","train"
"129570","Serb and Israeli cities made themselves sister cities.","train"
"4238","All of us but the Navajo, that is.","train"
"33728","The company could have monitored distribution better but didn't because it wanted to keep its hands clean, Hass has said.","train"
"96522","[Requires free registration.","dev"
"63385","Questions from the crowd that gathered included What the hell are you doing?","train"
"127923","But despite the odds, I find it worthwhile to try to make the connection.","train"
"76540","The incidence of asthma is up 61 percent since the early '80s.","train"
"125474","It costs virtually the same amount to produce, no matter how many people use it, and no matter how heavy the use.","train"
"70551","How long could it take?","train"
"99956","A muckraking cover story investigates how the Pentagon disposes of surplus weapons (the short  badly).","dev"
"31033","Attorney General Janet Reno didn't get it and give it to Senate investigation chairman Fred Thompson until his hearings had ended.","train"
"66840","Indeed, compared to the prewar wealthy, the contemporary rich have no apparent class markers.","train"
"110018","You could say you were in an auto accident, and the ambulance driver took you straight to Dr. Famous' office.","train"
"12845","We are all corrupted.","train"
"124039","With all these new groups competing for members and cash from the same pool of hard-core conservatives, tension is unavoidable.","train"
"132443","Not Proust in the cork-lined room.","train"
"86970","In this the Christmas season, when tasty sweaters and snuggly cheeses are on everyone's gift list, it's traditional to reflect on where it all began.","train"
"73459","Why not say so?","train"
"33736","This strenuous ambition was confounded by a perfectionism that, as Ellison wrote in the introduction to his volume of essays Shadow and Act , made it somewhat unreal to even think of himself as a writer.","train"
"117960","But some critics dismiss the controversy over white paintings as slight and old- theatrical brain candy but from a gourmet shop (Linda Winer, Newsday ).","train"
"75263","New York Times columnist Bob Herbert asserts that managed care has bought Republican votes and that patients will die as a result.","dev"
"65379","So are bitchin' and stoked . Every generation insists on having its own new words for the most aggressively up-to-date aspects of life.","train"
"140775","But with Java, Sun seems to be staking everything on that relationship.","train"
"130509","Here it is instructive to remember Alice Cooper, the musician to whom Manson owes most.","train"
"119795","On the other hand, while Armenian groups struggle for official notice, they are not yet requesting official apologies.","train"
"71339","Front woman Chrissie Hynde still shines with her trademark snarl and gravelly voice, but some of the songs are serious clunkers, and even the best sound like a rehash of the band's older material.","train"
"51923","They cite AFL-CIO officials who claim the organization spent $35 million on a radio-and-television ad campaign alone.","train"
"34597","Today, feminism remains a bad word, but Republicans have adjusted their philosophy of motherhood to accommodate women's political power (hence their attention to soccer moms).","train"
"101906","Ah, yes, those wily Asians.","dev"
"28088","That was a mistake that was not deliberate on the part of ABC but for which we accept responsibility and which requires correction.","train"
