"promptID","premise","splits"
"17699","If you missed the links within this article, click to read about Kerr's thoughts on . Or, read applied to North Americans.","train"
"26530","Despite all the completely compelling arguments offered in the preceding paragraphs, it would be silly and dishonest to insist that","train"
"132512","An Englishman who trained as an anthropologist before going to work for BBC Television, Barker clearly made up his mind about his material before his cameras began to roll--so it's no surprise that it feels prechewed and predigested.","train"
"76206","That is, affirmative action is more likely to succeed when it takes into account personal qualities like drive and motivation, which may not be captured on the SAT.","train"
"72906","J eff Gordon won the Daytona 500 , auto racing's most lucrative prize, for the second time in three years.","train"
"32411","Master P has avoided such chaos, so far.","train"
"65229","She just has these ...","train"
"116093","Not at all--or at least I don't think so.","train"
"92664","Hey, no problem, a fine policy.","dev"
"53970","Native American groups are fighting for official recognition of their holocaust, arguing that any apology to slaves must be paired with one to their own ancestors.","train"
"43647","The guy who wrote that gets hammered from both ends.","train"
"48443","The political culture of nationalism reserved its approval for those who led ruinous campaigns in pursuit of impossible quests, Ajami writes.","train"
"86074","And for You Netscape Users ...","train"
"114255","Bush prays with Methodist ministers via cell phone.","train"
"146121","Last year, Clinton signed legislation prohibiting federal recognition of gay marriages, then bragged about it in campaign ads.","train"
"126013","Nevertheless, the percentage of children on Ritalin has doubled since then.","train"
"18858","It's conceivable that some of these allegations are true, and there's no harm in checking them out, as long as the decedent's family agrees to participate.","dev"
"50079","Jesuitical originally signified of or pertaining to the Jesuits; belonging to the Society of Jesus; Jesuit ( OED , again), the Jesuits being the Roman Catholic clerical order founded by Ignatius Loyola in 1534 as an intellectual bulwark against the Reformation.","train"
"69945","In this poem, he sees divine grandeur not simply in a trite vision of nature, but in nature as human nature affects it,  industrial images such as shaking metal foil or crushed oil embody the grandeur.","train"
"10813","Living poets will continue to be eligible as well.","train"
"8294","Increasingly, civil courts hold bounty hunters liable for their mistakes . Last year, one court awarded $1.","train"
"2374","Next to that is a small black vase of cut miniature daffodils bought in the supermarket because I could not bear to harvest any of my own.","train"
"108426","The Jocks, the Band, the Townies, and the President don't agree on much, but they all love the Gulchers.","train"
"121123","While publicly accusing Republicans of tactics aimed at gaining political advantage, Democrats privately gloat that the tactics will give Democrats a political advantage.","train"
"114116","In fact, as long as sources can be persuaded to supply the information for free, there's more money for those of us who repackage it for public consumption.","train"
"106608","One reason for the high value of MLB teams is the prospect of new, publicly financed ballparks . Owners in Baltimore, Cleveland, Chicago, Denver, and Texas have all reaped major profits from these new facilities, built at little or no cost to the teams.","dev"
"35354","And by drugs, which have been their remedy for every psychological  LSD to shatter hang-ups; cocaine to alleviate chronic boredom; Prozac to lift depression.","train"
"84586","The cheat sheet will be posted for readers' inspection.","train"
"108939","In Ovitz's case, the leverage was compounded, because he had been enjoying a fabulously successful career as Hollywood's top agent; rumor had it he was pulling down between $25 million and $35 million per year.","train"
