"promptID","premise","splits"
"143796","He looks like he's still alive.","train"
"80237","These stories make up a time capsule assembled by a skilled social historian, a rich gallery of plausible lives.","train"
"22745","If I receive $5 million, I'm rich.","train"
"61577","There is reason to think that on the matter of homosexuality, he writes, some small but important aspect of human personality has begun to change.","train"
"80218","The American Medical Association voted to form a union to negotiate for better wages and working conditions but promised never to strike.","train"
"75404","Is Starr saying he didn't violate the criminal procedure rules because he doesn't believe they apply to pre-testimony leaks, or is he saying he actually didn't leak?","train"
"45346","In the new genetic thrillers, it's the scientist who makes a last-ditch stand against an irresponsible society--reflecting a role for scientists as the defenders of ethical principles that were born at the Nazi doctor trials at Nuremberg and endured through the Cold War.","train"
"35608","But it would not be inaccurate to describe a woman as a nebbish or as nebbishy.","train"
"8293","2 million to a New York woman who was mistakenly kidnapped and transported to Alabama by bounty hunters.","train"
"131623","In the depths of the Cold War, many Americans suspected Communists had infiltrated Washington and were about to subvert our democracy.","dev"
"45060","But there will be a lot--a lot --more of them.","train"
"46943","We want to see it again.","train"
"143776","It has no point of view.","train"
"34155","Colgate Barney (for kids) is neon pink.","train"
"58222","When people speak of such pan-ethnic continental clans, they are merely regurgitating American definitions of race.","train"
"3234","And later, a la Rousseau, As my understanding of the kinds of scripts about sexuality available to women bore down on me, the forest would function the way that fantasies of wilderness functioned for the urbanized eighteenth-century European  I would find myself making a mental reference to the forest when I searched for a symbol for female lust.","train"
"2552","And frankly, the number seems a tad low to me.","dev"
"91753","It takes a man to stand.","train"
"47573","Whereas fashion photography--in the '50s as always--aimed to arouse active lust for new goods, the clothes in '50s movies were so thoroughly surreal as to look quite unfit for normal wear, even if they were waitresses' uniforms or girl-next-door dresses.","train"
"141321","It will be held in the Maryland woods, and the telecast will consist of jittery footage of the contestants' slow descent into madness as they are systematically stalked and disappeared/disqualified by Bob Barker.","dev"
"129601","Took forever.","dev"
"144083","Don't believe a word of it.","train"
"50293","Bill Clinton has developed a rhetoric and a series of positions that span this divide.","dev"
"78646","His new parents became physically ill, which exacerbated their psychological torture of their son (so much one could have gathered already from Brodkey's fiction).","train"
"23949","The most we can aspire to is to imagine successfully how we would treat Microsoft if we didn't work for it.","train"
"44461","Philosophers and theologians try to answer these questions, but smart politicians rewrite them.","train"
"21406",", would its news sections lose their current virtue of attitude?","train"
"86128","To say that Grove is a product of the past, then, is to say only that what Grove has done at Intel is more like what Alfred Sloan did at General Motors than what CEOs of Internet companies or Silicon Valley startups think they're doing today.","train"
"533","The Act I finale, La Vie Bohame , [LINK TO AUDIO CLIP] is a rock gloss on the hoariest of musical comedy staples, the bravura laundry list.","train"
"97168","But resistance is largely futile.","train"
"83589","Slate Briefing Channel is open for business on Microsoft Internet Explorer 4.0.","train"
"111428","Easier  pre- Newsweek coverage = buzz","train"
"8304","Speaking ethically, says Williams, this is disturbing.","train"
"137906","This whole unsavory episode brings back memories of skits with Monty Python ! One of my favorite lines was, You are guilty of six--no, seven--charges of heresy.","dev"
"140209","Click to read my letter, Anderson's response, and my annotations.","train"
"55043","Slate 's most damning exhibit is the Norton Anthology of African-American Literature , a project to which I've devoted a great deal of time and energy over a decade.","train"
"94672","Agency for International Development's home page, CARE's site, or ReliefNet, a non-profit organization dedicated to helping humanitarian organizations raise global awareness and encourage support for relief efforts via the Internet.","train"
"50649","The cover story assesses HRC.","train"
"113578","His overtures are rebuffed","train"
"138337","Also, why Princess Di was like President  The public cared more about her empathy than about her actions.","dev"
"136445","There certainly are.","train"
"136920","Why do overtly Christian messages bother him so much?","train"
"124594","At its best, tofu is supposed to be springy, and this dish proved how ideally suited it is to the microwave's wily ways.","train"
"111267","If the hypothetical donor doesn't care about the cause, she will write fewer and smaller checks.","train"
"40706","When he married in 1901, he and his wife (Olga Knipper of the Moscow Art Theater) went directly from the ceremony to a honeymoon in a sanitarium.","train"
"36091","The American standard is unavailable for legitimate reasons (I've already mentioned all the obstacles).","train"
"53473","First, the publication took the position that the e-mail pitch mistakenly went out under the guise of a Red Eye editorial product, when in fact it was a paid political advertisement.","train"
"123530","Both are old, both are revered, and as a result, people tend to focus on the highbrow exploits of both, while discreetly ignoring the lowbrow.","train"
"39926","It's cheaper than going out and doing hard work or breaking original stories or investing time in doing investigative stories.","train"
"142081","Your discussion of the winner's curse as it relates to online auctions (see ) overlooked one very important  the multiplier effect that comes from the power of the Internet to reduce transaction costs.","train"
"135625","With the glorious exception of the St. Crispin's Day speech from Henry V , there is nothing more demoralizing than an inspirational address.","train"
"72563","At the end of the 1980s, teen films took a darker turn with the black comedy Heathers . The three popular girls, who all have the same name, take up Veronica (Winona Ryder), who can't resist the offer of inclusion but detests their values (they make her ignore her old friends and play cruel practical jokes on losers).","train"
"86028","Our technological improvements have dramatically slowed natural selection.","train"
"130413","Many of them are quite elite in their own right.","train"
"136887","This week, he apologizes for offending viewers, pronounces slavery an unmitigated evil, and claims to have meant only that our society was enriched by African-Americans.","train"
"73388","I've received letters intended for him, phone calls intended for him, compliments intended for him, a publishing solicitation intended for him, even a job offer intended for him (which I turned down).","train"
"6425","We egg on Dennis Rodman, watching him parade like a peacock and break down in tears on national TV.","train"
"118225","Now AT and T wants to merge with SBC (which became the nation's largest Baby Bell by swallowing Pacific Telesis), a move strongly opposed by outgoing FCC Chairman Reed Hundt.","train"
"15792","Global 2000 says the price of food, adjusted for inflation, will double between 1975 and 2000.","train"
"15599","The pope may waive several necessary steps, but Mother Teresa must still be credited with a posthumously performed miracle.","train"
"67398","TV is the most important medium for conveying history.","train"
"116639","Near the end, in July 1974, I went out to San Clemente to draft what was to be, although we didn't know it at the time, Nixon's last address as president before his resignation message.","train"
"138904","They play host to terrorist groups, yet wax indignant when terrorists hijack an aircraft.","train"
"43404","But if my $100 contribution to CARE does not stop you from making CARE your first priority, then why should your $100 contribution to CARE (today) stop you from making CARE your first priority tomorrow?","train"
"59359","Further support for this theory comes from a profile of Hillary in today's Washington Post . The Post rediscovered an astonishing 7-month-old quote from the first lady.","dev"
"124045","She has also jumped into the anti-Reed fray, criticizing him for not being tough enough on the abortion issue.","train"
"99572","Tax purists would argue that the value of the homemakers' hard work--and the intrafamily benefits they presumably receive in return for it--should, in fact, be treated as income and taxed, just like the wages paid to outside service providers such as baby sitters and housekeepers.","dev"
"127873","Affirmative action is good for you, supporters told the New York Times . The University of Michigan, for one, cites statistical evidence to argue that affirmative action benefits not only minority students but all students.","train"
"83522","This involves a disjuncture between mouth and brain.","train"
"29421","The moral questions and outrage arise, however, when a consumer forks over $129 for a pair of sneakers that were assembled cheaply in some Third World country.","train"
"97299","This restraint may partly reflect Microsoft's market strategy--after all, Microsoft beat Apple partly because Apple did practice vertical foreclosure, and as a result inhibited the development of complementary software (although the main problem was Apple's persistent belief, despite all the evidence to the contrary, that everyone would be willing to pay a premium price for a niftier machine).","train"
"130856","It really is the thought that counts, and Prudie hopes your in-laws will come to appreciate your thoughtful choices.","train"
"139397","Yeats was a Protestant in a Catholic country, which, Foster suggests, might have led him to overcompensate with a romantic idealization of Ireland fiercer than that of his Catholic countrymen.","train"
"101809","For example, if Ovitz's five-year deal was worth, say, $100 million, and if the compensation committee had added to that a front-end grant of free Disney shares worth, say, $50 million, then--assuming that Ovitz finished his five-year contract period--the cost to Disney would be $150 million.","dev"
"93262","As the narrator  Every moment could be seen to connect to every other moment, every act to have logical if obscure consequences, an unbroken narrative of vivid complexity.","train"
"78261","It is impossible to name a single amusing movie that takes place beneath the waves.","train"
"72212","In fact, if I understand the rules, a $17 billion foundation will have to give away roughly $170 million per quarter and, in today's market and economy, ought to have considerably more than that to spend, even after hedging against inflation.","train"
"57949","(Paramount plugs the re-release on its site.)","train"
"13861","Neil Howe, a historian and economist, is a senior advisor for the Concord Coalition.","train"
