,0
0,0.3076923076923077
1,0.0625
2,0.041666666666666664
3,0.06666666666666667
4,0.18181818181818182
5,0.35714285714285715
6,0.021739130434782608
7,0.42857142857142855
8,0.18518518518518517
9,0.15789473684210525
10,0.1875
11,0.125
12,0.23529411764705882
13,0.11764705882352941
14,0.047619047619047616
15,0.07142857142857142
16,0.10344827586206896
17,0.0
18,0.21428571428571427
19,0.06666666666666667
20,0.14285714285714285
21,0.03571428571428571
22,0.16666666666666666
23,0.09523809523809523
24,0.17391304347826086
25,0.18518518518518517
26,0.0
27,0.04
28,0.06666666666666667
29,0.14285714285714285
30,0.08695652173913043
31,0.13333333333333333
32,0.08
33,0.07142857142857142
34,0.25
35,0.16666666666666666
36,0.0625
37,0.05
38,0.4375
39,0.13793103448275862
40,0.16666666666666666
41,0.029411764705882353
42,0.26666666666666666
43,0.08
44,0.16666666666666666
45,0.3333333333333333
46,0.2
47,0.13043478260869565
48,0.06666666666666667
49,0.125
50,0.10714285714285714
51,0.1111111111111111
52,0.3
53,0.35294117647058826
54,0.05263157894736842
55,0.03571428571428571
56,0.1
57,0.15789473684210525
58,0.07407407407407407
59,0.06666666666666667
60,0.06666666666666667
61,0.041666666666666664
62,0.18181818181818182
63,0.0
64,0.0625
65,0.037037037037037035
66,0.125
67,0.061224489795918366
68,0.09090909090909091
69,0.06896551724137931
70,0.125
71,0.08571428571428572
72,0.09523809523809523
73,0.15384615384615385
74,0.125
75,0.1875
76,0.03571428571428571
77,0.15384615384615385
78,0.18181818181818182
79,0.05
80,0.16666666666666666
81,0.16666666666666666
82,0.08333333333333333
83,0.03125
84,0.1282051282051282
85,0.0
86,0.20833333333333334
87,0.125
88,0.13043478260869565
89,0.13333333333333333
90,0.1875
91,0.04
92,0.3157894736842105
93,0.13333333333333333
94,0.125
95,0.16129032258064516
96,0.09090909090909091
97,0.07142857142857142
98,0.08823529411764706
99,0.0
100,0.19047619047619047
101,0.2727272727272727
102,0.0
103,0.05
104,0.2857142857142857
105,0.11538461538461539
106,0.09090909090909091
107,0.3
108,0.14634146341463414
109,0.08823529411764706
110,0.13333333333333333
111,0.05
112,0.1
113,0.29411764705882354
114,0.09090909090909091
115,0.1724137931034483
116,0.3076923076923077
117,0.16
118,0.15384615384615385
119,0.06060606060606061
120,0.0
121,0.7058823529411765
122,0.0
123,0.045454545454545456
124,0.23529411764705882
125,0.0625
126,0.05263157894736842
127,0.2
