,pmi,pcent
no,0.2612647591340741,0.10165247871807712
never,0.20942348657174595,0.04356534802203305
any,0.16989903679539742,0.04606910365548322
only,0.15341021329953453,0.06259389083625438
nothing,0.11426809354893891,0.02103154732098147
all,0.11423063405201568,0.09063595393089635
one,0.10478646282920313,0.07911867801702553
refused,0.10227884912041806,0.010015022533800702
ever,0.10161017641078264,0.01902854281422133
completely,0.10138922588070703,0.010515773660490736
without,0.09620543501183633,0.024536805207811718
unable,0.09164458991111792,0.009013520280420632
everyone,0.08832976874288812,0.01902854281422133
always,0.0846218895922483,0.026039058587881823
anything,0.07450252729792108,0.015022533800701052
impossible,0.06530509840776674,0.00801201802704056
everything,0.06472847270049377,0.008512769153730596
little,0.06252035698133414,0.01602403605408112
clear,0.05815592015707406,0.009013520280420632
every,0.04951506452738071,0.01902854281422133
