"promptID","premise","splits"
"106620","However, it came bundled with the obscure psych book (which still hadn't arrived from the conventional stores as of New Year's Day).","train"
"81469","Should we invite these young wealthies back to our comparatively humble, small home?","dev"
"59621","Her protagonist (Natasha Lyonne) spends her teen-age years being shuttled with her two brothers from one cheap dive to another in the 90210 ZIP code, all because her egregiously unsuccessful father (Alan Arkin) wants them to be educated in the best schools.","train"
"73270","The next day's Los Angeles Times goes with the DLC  Clinton's Centrist  Big Draw Among Party Faithful.","train"
"80639","In 1982, Ronald Reagan invoked this right to keep EPA documents about toxic-waste disposal from Congress.","train"
"81175","For the first time, the standard of living for the nation's poor (although not the very poor) is rising.","train"
"97346","So, why am I sorry for Robert Reich?","dev"
"70901","I mastered the words portiere  (goalkeeper), colpo di testa  (header), and quattro minuti di ricupero  (four minutes of injury time).","train"
"14763","These services are available to subscribers only.","dev"
"45216","Once you exclude fringe elements on both sides--Ralph Nader and Pat Buchanan, basically--both Democrats and Republicans accept the reality of NAFTA and the WTO even as they argue about whether these bodies should include environmental and labor laws, a la the EU.","train"
"19553","It's a movie lacquered by its own self-importance, so bloated with the ambition to achieve greatness that it can barely move.","train"
"53889","Virtually all the fans with whom I have spoken over the years (quite a friendly bunch, actually) consider the absence of big wrecks, injuries, etc., a key component of a good race.","train"
"99198","Some of his Republican colleagues dislike him for selfish reasons--they envy his popularity and resent his outsider stances.","train"
"89678","If you missed the demonstration that either diGenova or Toensing was the original source for the Dallas Morning News report about a Secret Service agent who witnessed Clinton and Lewinsky in a compromising situation, click here.","train"
"112547","Credibility is a vital factor, and Jim Lehrer does, indeed, have it.","dev"
"19480","Academia's most popular one-year fellowship, the Guggenheim, has been awarded to dozens of academics, including the University of Chicago's Neil Harris, who will research the history of the American urban newspaper building, and Williams College's Richard Stamelman, who will study the literature and culture of perfume.","train"
"22174","An essay mourns feminists' sellout to Bill Clinton.","train"
"11602","Business Week 's Amy Cortese calls the book a fascinating cautionary tale of the way money is shoveled at bad, but hyped, projects.","train"
"102775","McCain, for example, demands an investigation of the allegations about technology transfer [and] all these campaign contributions that came out of China.","train"
"29397","Naturally, European governments want to tax call-back services out of existence.","train"
