"promptID","premise","splits"
"134352","Entire conferences and whole scholarly volumes have been devoted to this catechism, with roughly the same results.","train"
"78123","A lot of other people did not do nearly as much as he did, argued Steve Roberts on Late Edition . He did something honorable.","train"
"90721","Above all, the story of the co-op tells you that economic slumps are not punishments for our sins, pains that we are fated to suffer.","train"
"115966","Like the early flags, these elements got reworked in a variety of media and a range of combinations--as though if the right combinations were found, the rebus might be decoded (though, of course, it never is).","train"
"89151","She declared that, for the public realm to function effectively, participants must display a love of glory.","train"
"30151","When high-status males leave their wives for a younger model, you can stigmatize them, damaging their social, and even professional, standing.","train"
"107404","But what began as noblesse oblige has morphed into something different during this generation.","train"
"111163","I have a teen-age daughter, 14, who loves to chew gum.","train"
"11716","When they watched these films in the presence of an authority figure, however, the Americans' facial expressions were essentially the same as when they watched the films alone, whereas the Japanese showed much less negative affect, smiled sometimes, and actually masked negative emotion with smiling behavior.","train"
"46653","Well, higher productivity growth would mean lower inflation for any given rate of wage increase.","train"
"126486","The entire setup has an anti-competitive, anti-entrepreneurial flavor that rewards political lobbying rather than good business practices.","dev"
"27305","For one, the product--and all that it connotes--is visible.","train"
"36377","Microsoft's position is a reflection of an economic phenomenon often referred to as network externalities (a k a positive economic feedback or increasing returns to scale).","train"
"102637","In a League of His Own, gushed the New York Times . However, the computer that ranks tennis players by their recent performance in tournaments elevated Andre Agassi, who lost the Wimbledon final, to the top rank, with Sampras third.","train"
"84803","Boy, that's how rumors get started, isn't it?","train"
"67397","Brinkley worked assiduously to join Beschloss and Doris Kearns Goodwin on the air.","train"
"60812","What's more, there is no evidence of any competitive evaluation of Tripp before she was offered this job.","dev"
"132490","Top Five on VF 's list of the New  The Top 50 Leaders of the Information Age include Bill Gates, Rupert Murdoch, Michael Eisner, Sumner Redstone, Ted Turner.","train"
"93493","The Fed's efforts to cool off stock prices in 1929 had no impact on the stock market, but it did start the depression it had hoped to avoid.","train"
"78883","Some other things I'd like to touch on this  Did the bifurcated Roosevelt White House do a disservice in providing a model for later administrations, in which poor folks and children and the lame and the halt were insidiously sentimentalized as women's work?","train"
"37619","Earth Loses Its Balance","train"
"64315","The article notes that Easton Ellis is gay and makes veiled remarks about McInerney's sexuality.","train"
"91356","The Times says this tracking list is drawn up from information from bookstores, but publishers say they routinely call up the Times to tip them off to books selling with increasing momentum so that they can be added to the tracking list.","dev"
"66650","The relatively small crowds mean that fans sit close to the action.","dev"
"15865","Essentially, they left the judgment to us--not to an opinion poll or even to our political representatives who are closest to the people but to our most senior political representatives, the Senate.","train"
"51116","Reed, they argue, quieted brawls between Christian conservatives and Dole that would have forced Dole to pay more attention to the Christian movement and its issues.","train"
"74427","By swearing off ground forces, they argued, Clinton tied NATO's hands, giving Milosevic confidence that he could destroy Kosovo without effective resistance.","train"
"115428","The profundity of an artist such as we won't see again for some time (Sarah Kaufman, the Washington Post ). Critics forgive his use of goofy gimmicks--he improvises a dance to his own heartbeat, which is amplified by a device affixed to his chest--focusing instead on the credibility he has given modern dance, having switched from classical ballet in midcareer.","train"
"62394","The London Independent noted that while the Turks could assault the [Kurdish] PKK with US attack helicopters, for Turkish civilians 24 hours after the earthquake.","train"
"144828","But not all of it has, and not all of it will be.","train"
"125756","For the remaining puzzle is why the world provided LTCM with so much money to lose.","train"
"318","Adulation for the Booker Prize-winning British author's historical novel about the romantic life of the German Romantic poet Novalis (1772-1801).","train"
"143162","A government committee debates the alien blueprints (Foster, Skerritt, and Woods).","train"
"48369","In the New York Review of Books , Tatyana Tolstaya praises David Remnick, author of Resurrection, a book about post-Communist Russia, as a satirist of Gogolian persuasion; he combines the grotesque with the lyrical.","train"
"112349","The idea that Clinton's approval represents something new and immoral in the country is historically shortsighted.","dev"
"76377","Both magazines print Willey's letters to Clinton, post-incident, in which she lobbies for a job.","dev"
"51359","Stone doesn't have a political ax to grind this time out, and he lets the actors make whoopie.","train"
"13230","Ickes apparently made calls to donors from his government office, but there is no evidence so far that anyone else solicited funds in a federal building.","dev"
"13351","Donald Trump is the preferred roadblock, because his candidacy could attract Democratic supporters.","train"
"11806","But at its worst, it sits on hot news.","train"
"140811","Moreover, they have not found any increase in illness among Gulf veterans as a whole or among those exposed to the proposed agents.","train"
"139604","The problem?","train"
"100031","The tyrannical president pretends to get beat up by popular wrestlers chafing under his authority, and WWF fans go wild.","train"
