"promptID","premise","splits","heuristic_value","heuristic_friendlyname","heuristic_example_text","heuristic_payment_text","heuristic_checkbox_text","entailment_payment","neutral_payment","contradiction_payment","FAQ_direct_link"
"73942","Which has a curious--and perhaps salutary--effect.","train","grammar_change","change grammatical info like tense, plurality, or gender","Changing the grammar of a sentence often changes the circumstances in which it is true. For example, the sentence ""I left the bar."" might be false, even if ""I will leave the bar."" is true. Similarly, ""I saw her yesterday."" is true under different circumstances than ""I saw him yesterday."" or ""I saw them yesterday."" In the first case, we changed the tense of the verb ""leave"" from past to future. In the second case, we changed the gender and number of the pronoun: ""him"" is a singular masculine pronoun, ""her"" is a singular feminine pronoun, and ""them"" is a plural pronoun or singular gender-neutral pronoun. All of these pronouns are used in different contexts.","Each statement you provide that conforms to this restriction will add on a $0.07 bonus. Just mark the checkbox next to the sentence(s) where you have done this.","changes grammatical information from the text","$0.07 ","$0.07 ","$0.07 ","https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=kix.v2ru4k9eo2sh"
"114326","Does computerization give ETS an unfair advantage?","train","grammar_change","change grammatical info like tense, plurality, or gender","Changing the grammar of a sentence often changes the circumstances in which it is true. For example, the sentence ""I left the bar."" might be false, even if ""I will leave the bar."" is true. Similarly, ""I saw her yesterday."" is true under different circumstances than ""I saw him yesterday."" or ""I saw them yesterday."" In the first case, we changed the tense of the verb ""leave"" from past to future. In the second case, we changed the gender and number of the pronoun: ""him"" is a singular masculine pronoun, ""her"" is a singular feminine pronoun, and ""them"" is a plural pronoun or singular gender-neutral pronoun. All of these pronouns are used in different contexts.","Each statement you provide that conforms to this restriction will add on a $0.07 bonus. Just mark the checkbox next to the sentence(s) where you have done this.","changes grammatical information from the text","$0.07 ","$0.07 ","$0.07 ","https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=kix.v2ru4k9eo2sh"
"35255","To life in the Dust Bowl during the Great Depression?","train","grammar_change","change grammatical info like tense, plurality, or gender","Changing the grammar of a sentence often changes the circumstances in which it is true. For example, the sentence ""I left the bar."" might be false, even if ""I will leave the bar."" is true. Similarly, ""I saw her yesterday."" is true under different circumstances than ""I saw him yesterday."" or ""I saw them yesterday."" In the first case, we changed the tense of the verb ""leave"" from past to future. In the second case, we changed the gender and number of the pronoun: ""him"" is a singular masculine pronoun, ""her"" is a singular feminine pronoun, and ""them"" is a plural pronoun or singular gender-neutral pronoun. All of these pronouns are used in different contexts.","Each statement you provide that conforms to this restriction will add on a $0.07 bonus. Just mark the checkbox next to the sentence(s) where you have done this.","changes grammatical information from the text","$0.07 ","$0.07 ","$0.07 ","https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=kix.v2ru4k9eo2sh"
"62952","In restaurants she cleans out the bread basket and transfers everything to her purse.","train","grammar_change","change grammatical info like tense, plurality, or gender","Changing the grammar of a sentence often changes the circumstances in which it is true. For example, the sentence ""I left the bar."" might be false, even if ""I will leave the bar."" is true. Similarly, ""I saw her yesterday."" is true under different circumstances than ""I saw him yesterday."" or ""I saw them yesterday."" In the first case, we changed the tense of the verb ""leave"" from past to future. In the second case, we changed the gender and number of the pronoun: ""him"" is a singular masculine pronoun, ""her"" is a singular feminine pronoun, and ""them"" is a plural pronoun or singular gender-neutral pronoun. All of these pronouns are used in different contexts.","Each statement you provide that conforms to this restriction will add on a $0.07 bonus. Just mark the checkbox next to the sentence(s) where you have done this.","changes grammatical information from the text","$0.07 ","$0.07 ","$0.07 ","https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=kix.v2ru4k9eo2sh"
"17456","Some medical ethicists and constitutional scholars say that the Supreme Court was wrong to create the pre-viability/post-viability distinction in the first place.","train","grammar_change","change grammatical info like tense, plurality, or gender","Changing the grammar of a sentence often changes the circumstances in which it is true. For example, the sentence ""I left the bar."" might be false, even if ""I will leave the bar."" is true. Similarly, ""I saw her yesterday."" is true under different circumstances than ""I saw him yesterday."" or ""I saw them yesterday."" In the first case, we changed the tense of the verb ""leave"" from past to future. In the second case, we changed the gender and number of the pronoun: ""him"" is a singular masculine pronoun, ""her"" is a singular feminine pronoun, and ""them"" is a plural pronoun or singular gender-neutral pronoun. All of these pronouns are used in different contexts.","Each statement you provide that conforms to this restriction will add on a $0.07 bonus. Just mark the checkbox next to the sentence(s) where you have done this.","changes grammatical information from the text","$0.07 ","$0.07 ","$0.07 ","https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=kix.v2ru4k9eo2sh"
"58421",", Goodwin) argue that Roosevelt spawned the civil rights and feminist movements by putting everyone to work regardless of race or gender.","train","grammar_change","change grammatical info like tense, plurality, or gender","Changing the grammar of a sentence often changes the circumstances in which it is true. For example, the sentence ""I left the bar."" might be false, even if ""I will leave the bar."" is true. Similarly, ""I saw her yesterday."" is true under different circumstances than ""I saw him yesterday."" or ""I saw them yesterday."" In the first case, we changed the tense of the verb ""leave"" from past to future. In the second case, we changed the gender and number of the pronoun: ""him"" is a singular masculine pronoun, ""her"" is a singular feminine pronoun, and ""them"" is a plural pronoun or singular gender-neutral pronoun. All of these pronouns are used in different contexts.","Each statement you provide that conforms to this restriction will add on a $0.07 bonus. Just mark the checkbox next to the sentence(s) where you have done this.","changes grammatical information from the text","$0.07 ","$0.07 ","$0.07 ","https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=kix.v2ru4k9eo2sh"
"121981","I'd like to see us get on to the issues, replied Senate Democratic leader Tom Daschle, D-S.D., when asked on This Week about Broaddrick's allegation.","train","grammar_change","change grammatical info like tense, plurality, or gender","Changing the grammar of a sentence often changes the circumstances in which it is true. For example, the sentence ""I left the bar."" might be false, even if ""I will leave the bar."" is true. Similarly, ""I saw her yesterday."" is true under different circumstances than ""I saw him yesterday."" or ""I saw them yesterday."" In the first case, we changed the tense of the verb ""leave"" from past to future. In the second case, we changed the gender and number of the pronoun: ""him"" is a singular masculine pronoun, ""her"" is a singular feminine pronoun, and ""them"" is a plural pronoun or singular gender-neutral pronoun. All of these pronouns are used in different contexts.","Each statement you provide that conforms to this restriction will add on a $0.07 bonus. Just mark the checkbox next to the sentence(s) where you have done this.","changes grammatical information from the text","$0.07 ","$0.07 ","$0.07 ","https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=kix.v2ru4k9eo2sh"
"2678","What Debate Shows Do When There's No  On The McLaughlin Group , Pat Buchanan enjoys a furiously heated nonargument with Mort Kondracke, which reminds Pundit Central of Alfred Marshall's question about which blade of a scissors does the cutting.","train","grammar_change","change grammatical info like tense, plurality, or gender","Changing the grammar of a sentence often changes the circumstances in which it is true. For example, the sentence ""I left the bar."" might be false, even if ""I will leave the bar."" is true. Similarly, ""I saw her yesterday."" is true under different circumstances than ""I saw him yesterday."" or ""I saw them yesterday."" In the first case, we changed the tense of the verb ""leave"" from past to future. In the second case, we changed the gender and number of the pronoun: ""him"" is a singular masculine pronoun, ""her"" is a singular feminine pronoun, and ""them"" is a plural pronoun or singular gender-neutral pronoun. All of these pronouns are used in different contexts.","Each statement you provide that conforms to this restriction will add on a $0.07 bonus. Just mark the checkbox next to the sentence(s) where you have done this.","changes grammatical information from the text","$0.07 ","$0.07 ","$0.07 ","https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=kix.v2ru4k9eo2sh"
"100677","Upon his death, the pop artist ascends from the controversial to the canonical.","train","grammar_change","change grammatical info like tense, plurality, or gender","Changing the grammar of a sentence often changes the circumstances in which it is true. For example, the sentence ""I left the bar."" might be false, even if ""I will leave the bar."" is true. Similarly, ""I saw her yesterday."" is true under different circumstances than ""I saw him yesterday."" or ""I saw them yesterday."" In the first case, we changed the tense of the verb ""leave"" from past to future. In the second case, we changed the gender and number of the pronoun: ""him"" is a singular masculine pronoun, ""her"" is a singular feminine pronoun, and ""them"" is a plural pronoun or singular gender-neutral pronoun. All of these pronouns are used in different contexts.","Each statement you provide that conforms to this restriction will add on a $0.07 bonus. Just mark the checkbox next to the sentence(s) where you have done this.","changes grammatical information from the text","$0.07 ","$0.07 ","$0.07 ","https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=kix.v2ru4k9eo2sh"
"113552","And yet it ended up foundering as a result of the inherent uncertainty of the free-market system.","train","grammar_change","change grammatical info like tense, plurality, or gender","Changing the grammar of a sentence often changes the circumstances in which it is true. For example, the sentence ""I left the bar."" might be false, even if ""I will leave the bar."" is true. Similarly, ""I saw her yesterday."" is true under different circumstances than ""I saw him yesterday."" or ""I saw them yesterday."" In the first case, we changed the tense of the verb ""leave"" from past to future. In the second case, we changed the gender and number of the pronoun: ""him"" is a singular masculine pronoun, ""her"" is a singular feminine pronoun, and ""them"" is a plural pronoun or singular gender-neutral pronoun. All of these pronouns are used in different contexts.","Each statement you provide that conforms to this restriction will add on a $0.07 bonus. Just mark the checkbox next to the sentence(s) where you have done this.","changes grammatical information from the text","$0.07 ","$0.07 ","$0.07 ","https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=kix.v2ru4k9eo2sh"
"124550","Bill Bennett said Newt Gingrich is cozying up to the left and should change course or step down.","train","grammar_change","change grammatical info like tense, plurality, or gender","Changing the grammar of a sentence often changes the circumstances in which it is true. For example, the sentence ""I left the bar."" might be false, even if ""I will leave the bar."" is true. Similarly, ""I saw her yesterday."" is true under different circumstances than ""I saw him yesterday."" or ""I saw them yesterday."" In the first case, we changed the tense of the verb ""leave"" from past to future. In the second case, we changed the gender and number of the pronoun: ""him"" is a singular masculine pronoun, ""her"" is a singular feminine pronoun, and ""them"" is a plural pronoun or singular gender-neutral pronoun. All of these pronouns are used in different contexts.","Each statement you provide that conforms to this restriction will add on a $0.07 bonus. Just mark the checkbox next to the sentence(s) where you have done this.","changes grammatical information from the text","$0.07 ","$0.07 ","$0.07 ","https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=kix.v2ru4k9eo2sh"
"65054","Monday through Thursday, we go to press with the next day's edition at about 5 p.m.","train","grammar_change","change grammatical info like tense, plurality, or gender","Changing the grammar of a sentence often changes the circumstances in which it is true. For example, the sentence ""I left the bar."" might be false, even if ""I will leave the bar."" is true. Similarly, ""I saw her yesterday."" is true under different circumstances than ""I saw him yesterday."" or ""I saw them yesterday."" In the first case, we changed the tense of the verb ""leave"" from past to future. In the second case, we changed the gender and number of the pronoun: ""him"" is a singular masculine pronoun, ""her"" is a singular feminine pronoun, and ""them"" is a plural pronoun or singular gender-neutral pronoun. All of these pronouns are used in different contexts.","Each statement you provide that conforms to this restriction will add on a $0.07 bonus. Just mark the checkbox next to the sentence(s) where you have done this.","changes grammatical information from the text","$0.07 ","$0.07 ","$0.07 ","https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=kix.v2ru4k9eo2sh"
"79460","The Unabomber's neighbors said Kaczynski was hardly odd enough to worry  We've got other ones around here that act a lot farther out than he ever was.","dev","grammar_change","change grammatical info like tense, plurality, or gender","Changing the grammar of a sentence often changes the circumstances in which it is true. For example, the sentence ""I left the bar."" might be false, even if ""I will leave the bar."" is true. Similarly, ""I saw her yesterday."" is true under different circumstances than ""I saw him yesterday."" or ""I saw them yesterday."" In the first case, we changed the tense of the verb ""leave"" from past to future. In the second case, we changed the gender and number of the pronoun: ""him"" is a singular masculine pronoun, ""her"" is a singular feminine pronoun, and ""them"" is a plural pronoun or singular gender-neutral pronoun. All of these pronouns are used in different contexts.","Each statement you provide that conforms to this restriction will add on a $0.07 bonus. Just mark the checkbox next to the sentence(s) where you have done this.","changes grammatical information from the text","$0.07 ","$0.07 ","$0.07 ","https://docs.google.com/document/d/1DBdLV_H0pYWweSsO3cpV515q1k9c-uzvQTpqKu2-xN0/edit#bookmark=kix.v2ru4k9eo2sh"
