"promptID","premise","splits"
"21595","Spark was in her prime when she wrote Memento Mori . As she draws closer to mortality (may it be many novels away!)","train"
"122733","To believe today that the almighty wrote the Torah is once again, as it should be, a matter of faith.","train"
"98859","How Dismal Can You Get?","train"
"27136","Time 's cover depicts soldiers in the spring's most anticipated war--in other words, actors from Star  The Phantom Menace . Time gushes over the fresh, handsome, grand new movie and publishes a fold-out guide to its new characters and techno-military toys.","train"
"43229","In 1990, the University of Missouri School of Journalism released a list of words for journalists to avoid, including such terms as gorgeous, lazy, sweetie, and fried chicken.","train"
"113107","In human experimentation, for example, researchers cannot pay volunteers so much that the poor could be exploited.","train"
"1748","Please help me.","train"
"100823","That, in turn, might cause a peaceful transition from communism.","train"
"68579","Nancy Pelosi of California, all Democrats, plus two others not yet identified.","train"
"91363","Anyone with a nose for cooked quotes should be able to detect the distinct odor of journalistic jambalaya coming from Hatfield's book.","train"
"137867","Chosen for the test because of its beer-snob chic; also, one of my favorite beers.","train"
"61585","Both Time and Newsweek run profiles of Betty Currie (here's Time's), more maps of who was where in the White House, and updated scandal time lines.","train"
"143728","2 becomes important.","train"
"129598","Wore a rag on his head.","train"
"122246","It is merely a way of signaling status, even if we've deluded ourselves into thinking it's not.","train"
"135345","Advertisers might also use the AIB to respond to a recent news event they're taking a position on or for any other rapid-response need.","train"
"80427","But if American entertainment companies can sell as much of their product next year as they did this year, they should count themselves lucky.","dev"
"45167","A party line comes in handy.","train"
"96827","Barry's retirement team has talked to local universities and historically black colleges about a position for him.","train"
"51676","So long as there's competitive pressure in the press, sources will use the outlet that affords them the greatest protection.","train"
"106458","Huang is also interested in the conflict between Western and Eastern cultures but seems less enraged on the topic than Lee.","train"
"21962","One prominent critic called the story a whitewash.","train"
"69698","Instead, to provide the comfort needed to induce Ovitz to give up his marvelous career as an agent, the compensation committee offered him a severance agreement.","train"
"137426","In one of Saul Bellow's books there is a sentence, which I have never been able to find since I first read it, about grasping the hot wire of publicity--and not being able to let go.","train"
"65684","As for middle-class mores, a culture eager to embrace the V-chip surely subscribes to other beliefs besides the desirability of transgression at any cost.","train"
"60392","Newsweek 's cover story looks at interfaith marriages.","train"
"67571","Everybody has this quote from NBA commissioner David  You cannot strike your boss and still hold your job--unless you play in the NBA.","dev"
"42879","And then there are the Democrats like Ted Kennedy and John Kerry, who have the gall to sign on as co-sponsors of the corporate-welfare bill while holding out for ludicrous federal maritime subsidies.","train"
"124508","In outer space.","train"
"125600","2) This particular instance of it stinks.","dev"
