"promptID","premise","splits"
"61438","And players like Marco Etcheverry, Carlos Valderrama, Jaime Moreno, Preki, and Eric Wynalda would be thrilling in any league.","train"
"142885","Yet, unlike Le Carre, Gallant does not believe in plot, or in speculating on the meaning of her stories.","train"
"75616","As curator of the exhibition, Krens lays on this technical specification as a defense against the charge of unseriousness.","dev"
"19914","Were they mistakes?","train"
"72904","But the arguments that it would do harm seem unpersuasive.","dev"
"34753","And it's no mean feat either.","train"
"100319","Kill chickens.","dev"
"91506","The problem, he said, was the embargo.","train"
"17524","Imagine that.","train"
"144932","Could I ask you a question before you go?","train"
"139437","Why would Gates allow the publication of such a book with his byline and photo on the dust jacket?","train"
"100592","And Alan Tonelson, of the U.S.","dev"
"99126","' 'I kid ...","train"
"80844","Domestically, Tudjman has displayed a similar gift for conceding just enough to seem reasonable.","train"
"118899","By focusing attention on tone, it has deflected attention from content.","train"
"41248","The fiscal year 1997 budget shrinks the IRS appropriation by $342 million.","train"
"99215","Clearly, the press has done a lousy job with its focus on behavior such as infidelity or drug use that most people don't care about.","dev"
"122294","Chosen People is an extension of his  Biblical evidence that Jews are Neanderthals includes the Esau incident (Esau is hairy, remember?)","train"
"123107","Joe Kennedy's marriage and the alleged affair between Michael Kennedy and a teen-ager.","train"
"26424","Both have their trade-offs.","train"
"32620","I just wanted to thank you for allowing Mark Alan Stamaty a forum for his hilarious--and often insightful--cartoon about a (slightly) warped world.","train"
"83458","The health plan lost.","train"
"96721","In no significant way does that comment differ from a no comment.","train"
"101051","Given how many lawyers must have vetted this thing, it's probably an achievement that Mann got as much as he did on the screen.","dev"
"138706","Albert's  The fans in New York have welcomed me back, and if you can make it there, you can make it anywhere.","train"
"132","A milliwarhol , or about nine-tenths of a second of fame, might appropriately be named after the tyke whose rescue became a brief focus of attention last summer after he fell through the hole of an outhouse.","train"
"36701","Yet the prospect of an atomic apocalypse is so terrible that few can argue against spending tens of billions of dollars for insurance against remote possibilities.","train"
"102243","I checked the  not bad.","train"
"52984","Skeptics said the president simply realized that contesting defense spending would be unpopular.","train"
"8167","They give me a paltry allowance while they live high on the hog with cruises, flying trips, etc., leaving me home to feed the cats and empty the litter pans.","train"
"43573","I had a new patient coming in.","train"
"123656","That's why Clinton talks about the first category, while the protesters talk about the second.","train"
"44834","In short, we all got tired of clever analyses of what might happen; and throughout economics there was a shift in focus away from theorizing, toward data collection and careful statistical analysis.","dev"
