"promptID","premise","splits"
"108847","The category of qualifying teen-agers and women could include all recipients of welfare or other public assistance (including daughters of recipients) who are competent to give informed consent to the implant procedure.","dev"
"87816","Fast forward to 1994 and beyond.","dev"
"45404","A sex scandal on the religious right, no matter how flimsy, seems too good to pass up.","train"
"31451","Clinton isn't the only therapeutic politician, just the best.","train"
"40715","Eighty percent of pagers in the United States were knocked out by a satellite malfunction in space.","dev"
"78817","The notion that Bradley is rising and Gore is falling can become true if everyone keeps declaring it so.","train"
"55026","Click for pricing information and pre-quaffing evaluations.","train"
"83368","What's going on seems to be something we might describe as the narcissism of small differences.","train"
"36340","The Insider doesn't note a couple of key, maybe hopeful ironies.","train"
"69936","Unlike Kwanzaa, Hanukkah enjoys no agreed-upon spelling in English.","train"
"39895","Negotiations with the powerful postal unions begin in August, with contracts due to expire in November.","train"
"1073","News ' cover says the proliferation of small computer devices and the ascendance of Web-based applications are eroding Microsoft's dominance.","dev"
"105092","Eventually, his forced resignations from the Truman and Eisenhower administrations led Rockefeller to turn to elective office as the one way of establishing an independent base.","train"
"37452","As noted previously, the Shopping Avenger is but one superhero, and he issues abject apologies to all those who did not receive personal responses.","train"
"54096","Another theory holds that Asian women in particular have better designed hips than Caucasians, making them like inflatable punching toys that can't be knocked down, thus less likely to suffer hip fractures.","train"
"113354","I am inclined to believe that the answer is yes, but the question makes me squirm a bit.","train"
"125193","My girlfriend is perfect, but ...","train"
"77565","The rhythms of the game feel right; the rhythms of the romance feel embarrassingly Harlequin, and the picture drags on for over two hours.","train"
"51296","It's also gratifying to the reporter.","train"
"115123","There's nothing on record, as far as I know, to link him to his mentor Wright's notorious sympathy for Hitler and fascism.","train"
"25132","Fannie Mae, unfortunately, has become a model.","train"
"56773","Or perhaps that's what News Quiz participants remember about the Dutch.","train"
"19711","The strangest role reversal is going on right now and concerns democracy itself.","dev"
"46250","Dumbness doesn't.","train"
"114074","You wake up one bright autumn morning and you're halfway to the subway when you decide to walk to work instead.","dev"
"19135","The closing chyron, This is SportsCenter, reminds us this show gives sports an attitude.","train"
"28792","Are we talking about dozens of people or thousands?","train"
"132456","And according to the WP TV column, the two talk when they're in the exercise yard together--about old-time flicks they've enjoyed on Turner Classic Movies, which they see via the prison's free cable hook-up.","train"
"20933","If workfare is going to be the employer of last resort, it can't pay good, union wages, or else half the city will go on welfare to get a workfare job.","train"
"14574","The two authors might want to reread their original WSJ article, which  Assume that after-tax earnings are a reasonable estimate of the cash flow from a stock.","train"
"43055","And as John Gregory Dunne reported in The New Yorker , Tom's initial allegation was not vigorously pursued in testimony.","train"
"51718","To make matters worse, many employers looking to save money (and please their employees) will drop dependent benefits if states provide better coverage than the private plans now do.","dev"
"5644","The fact that industries wax and wane is a reality of any economic system that wants to remain dynamic and responsive to people's changing tastes.","train"
"122395","We know that our dress is only a trivial sign of our liberation, but it is a sign we enjoy.","train"
"74416","You can't even remember black-and-white TV or those first transistor radios that one of the Fray people mentioned [ahem, actually, Chatterbox can remember these things, but that's a small point] ...","train"
"40723","But Rodgers did tell Lewis that he despises Amelio because Amelio supported Clinton, so it is Rodgers' mistake, not our author's, that we are correcting.","train"
"56871","And the computer test may be better than doctors at recognizing problems in mentally healthy patients.","train"
"133944","I have a situation.","dev"
"40710","Write, write, and write.","dev"
"24463","Does the AAUP censure matter?","train"
"108492","Blacks and whites began to meet and date, especially on college campuses, which started admitting African-Americans in larger numbers in the '60s and '70s.","train"
"126837","There are other reasons that wrecks cause fan excitement--e.g.","dev"
"5186","A group of gay intellectuals has launched the Independent Gay Forum , which declares itself independent of left-right politics.","train"
"131892","Therefore (at the suggestion of occasional Slate contributor and Atlantic Monthly national correspondent Nicholas Lemann), we invite nominations for a Supplemental 60 (better name forthcoming, let's hope).","train"
"94060","Meanwhile, the World Cup coverage exalts players who focus on their families.","train"
"23170","I assume that he formed his convictions as a student, when he had no investments and didn't even know what they were.","train"
"99384","Remember, I'm not asking for Just Say No ads or any other form of moralism.","train"
"27421","If Perot backs Buchanan, then the capture of the Reform Party by right-wing Southern populists is likely.","train"
"4030","At a book reading in Seattle some months ago, Roy told her audience that she'd allowed The God to be published on the condition that it never be optioned.","train"
"13221","I can't help but wonder if Shuger thought to ask himself a few simple questions before launching his attack-- questions such as, did Tripp ask to be moved to her current job?","dev"
"70880","Never able to paint anything unless he had it before his eyes, Soutine set about re-enacting some of the classic paintings he loved most.","train"
"143816","I returned, and saw under the sun, that the race is not to the swift, nor the battle to the strong, neither yet bread to the wise, nor yet riches to men of understanding, nor yet favour to men of skill; but time and chance happeneth to them all.","train"
"59623","It's a major omission, then, that we never see those schools or the kids' interaction with their stable, well-to-do Beverly Hills counterparts.","train"
"90407","Advertising Gets Political","train"
