"promptID","premise","splits"
"107817","The Wall Street Journal Business Bulletin has a fact that dramatizes how profoundly well-off this country is--Americans throw out approximately 12 percent of the stuff they buy at the supermarket.","dev"
"106153","The great burden of government is that it spends your money.","train"
"55375","But as disastrous an event as that must have been, I find it unconvincing as an explanation.","train"
"70434","White ethnics have ceased to be the dominant force in urban life.","train"
"85337","An aesthetic democrat says that more people could profit from the experience of art if those who ran museums thought more creatively about how to converse with their audience.","train"
"61708","A Man of Substances","train"
"143919","wailing at the loss of his fine thatch and simultaneously unable to keep from stroking his mown, velvety skull.","train"
"141016","Give Microsoft a monopoly on browsers, and you'll intensify the downward pressure on the price of its operating systems.","train"
"145863","What's needed, alongside an evacuation plan, is a realistic program to stabilize conditions for those left behind.","dev"
"47081","Dick Morris managed this in a matter of days.","train"
"108865","The same questions were asked yesterday.","train"
"21418","It desperately needs something like the Style section, where it can run imprudent stories that readers are dying to read but have yet to acquire the Heft and Importance of a New York Times News Story.","train"
"103830","Electric Honey , by Luscious Jackson (EMD/Capitol).","train"
"103035","cried the girl, fiercely; but there were pink spots in her cheeks as she retreated into the cabin and began to slam the pots and pans on the stone hearth.","train"
"96397","a nice, cute, flippy sort of kid, gushes Cokie; young, says Steve.","train"
"103037","Grandpa, that's a lie!","train"
"59069","Last year, they were spooked.","dev"
"33410","But it is probably true that the quality of politics in America has suffered from the erosion of public trust in institutions that used to act, to at least some degree, as watchdogs.","train"
"105091","published about horse fever and keeping the drainfree below the rainspout and putting a little","train"
"129360","Melatonin","dev"
"53468","But is the Internet so miraculous an advertising vehicle that Gross will be able to siphon off $400 per person from total ad spending of $1,000 per family--or persuade advertisers to spend an additional $400 to reach each of his customers?","dev"
"9720","From this perspective, Clinton has yet to get with the program.","train"
"101674","Cholesterol isn't necessarily unhealthy, and margarine is as bad as butter.","train"
"56464","Ninety percent of Clinton's 1992 student donations, for example, were raised during the primary, when his need for hard money was greatest and his donor base was smallest.","train"
"143527","He reported masterfully on the '72 campaign and the Hell's Angels.","dev"
"88155","(Later during the show she proposes to pay Robert Novak $1 per minute to keep his yap shut.","dev"
"107693","It means that they gather and interpret their material fairly and argue about its interpretations rationally.","dev"
"86861","Featuring prominently in an exhibition at the Tate Gallery in London, it is said to be the bed in which the artist spent a week contemplating suicide after breaking up with a boyfriend.","train"
"115547","The Chicago Tribune called it another allegation of boorish and immoral sexual behavior.","train"
"40237","Tito and Castro are examples of the latter, and they may soon have imitators, for it remains to be seen how many post-Soviet democracies will last.","train"
"33941","crucifixion.","train"
"93256","It is born of another of those fated yet fortuitous connections in Didion's disorienting world, this one between two people (Elena McMahon and Treat Morrison) who were equally remote.","train"
"49957","These guys need professional help, but are afraid to be seen near a psychiatrist's office.","train"
"32260","Relativists hold that religious texts written centuries ago must be interpreted within the cultural and historical context of their times.","dev"
"58991","But Wall Street would be better off remembering that approximately 12,000 auto companies were around in the early part of this century.","train"
"105904","Or to judge by the  Failing to nurse at night can lead to painful engorgement or even breast infection.","dev"
"48947","We know that every Slate page served--and, by the way, the ad on that page--has hit the eyeballs of one reader (and in all probability not more than one).","train"
"142997","The LAT front reports that, in an attempt to highlight Southern California's virtues as a technology marketplace, today a nickname will be chosen for the region that will figure in an aggressive marketing campaign.","train"
"6506","Please, do you have an answer for these well-wishers that would not require giving them private and personal information?","dev"
"27133","Bill Moyers interviews George Lucas about the series' true theology.","train"
"143156","That lesson won't suit either side's assumptions.","train"
"26271","DeParle also notes that her husband, Donald, recently found a job, as a hotel maintenance man.","train"
"70078","Of course, in some sense Dunlap must think that growth is important, because otherwise he wouldn't have spent billions of dollars to buy Coleman and First Alert and Signature Brands.","train"
"60642","What makes heroin users' life so crazy is that their dependence on an illegal drug forces them to enter a criminal underworld.","train"
"101761","To demonstrate that impossible manifolds could be coaxed into living in Euclidean space is counterintuitive and pretty exciting.","train"
"113046","After he left Apple, he founded NeXT and tried to go the hardware-software route again, until he had to sell the hardware unit to Canon and the software to, yes, Apple.","train"
"122544","During Clinterngate, some admirers have begun comparing him to Newt Gingrich, his fellow Georgia Republican.","train"
"44591","Buchanan can't reconcile his lifelong anti-communism with the anti-interventionist philosophy that supposedly unites his book, so when it comes to the Cold War he carves out an absurd  The extreme evil of communism, he says, warranted military action in places as far-flung as Vietnam or as minuscule as Nicaragua.","train"
"127550","Boorman pays a price for his  The General isn't an emotional grabber.","train"
"115846","This led her to seek out older men to replace the father she felt had abandoned her, and to do it by mimicking the femme fatale style of her mother.","train"
"69091","There isn't a lady in the room.","train"
"40075","In an interview with the Chronicle for Higher Education , Levitt took credit for launching the letter-writing  I was mad as hell that such an irresponsible review had run in Science , he said.","train"
"92185","News profiles Chinese mystic and faith healer Master Li, who peddles a combination of ancient Chinese healing and American-style revivalist preaching to 60 million followers.","train"
"19136","That other stuff on television--politics--is boring, long-winded; and politics vs.","train"
"99485","For  Many conservatives have seized on the Boskin report as a club with which to beat all those liberals who have been whining about declining incomes and increasing poverty in America.","train"
"145384","His manager explained that Bowe was scrapping his much-publicized attempt to serve in the corps (his boyhood dream) because Marine training turned out to be a lot harder than his boxing training regimen (four hours of work interrupted by a nap), and Bowe didn't like being told what to do.","dev"
"31111","Last month, the Shopping Avenger also put out a call for airline and pest-control horror stories.","train"
"26893","John F. Walvoord, a major pretrib writer, recently wrote that two out of three Israelites will perish during the Tribulation.","train"
"84415","That was back when the Bushes were still trying to woo me over from the Dark Side.","train"
"138678","Privacy advocates say they believe the candidates are supporting industry self-regulation in order to appeal to industry interests, as opposed to the general population.","train"
"74469","Nero was emperor until 70 A.D.","train"
"25136","They seem to represent a third way, a healthy distrust of government and the market, levelheadedness leavened by a kind heart.","train"
