"promptID","premise","splits"
"109433","That is not a Medicare or Medicaid cut, he reassured seniors.","train"
"62414","Interesting Conflict Over Conflict of Interest","dev"
"113677","Delicious dish, but watch out for the aftertaste.","train"
"30184","Oil prices jumped this week, due to cold weather in the Northeast . That's certainly sensible.","train"
"106862","You can't teach common bonds of history to teens while the school and the community stress athletics as the most honored achievement.","train"
"122632","My only regret is that I passed up a chance to order roasted pigeon in Florence.","dev"
"28766","Before long, we can expect to hear retirement-averse conservatives making the rest of the fine arguments against term limits.","train"
"24789","Indeed, the Democratic counteroffensive has already begun.","dev"
"142986","Starr is much more likely to be interested in Steele herself and in why she changed her story.","train"
"26460","While it's probably true that democracies are unlikely to go to war unless they're attacked, sometimes they are the first to take the offensive.","dev"
"93048","Much of the Internet discussion about this merger frames the issue  Which is worse, Big Business or Big Regulator?","train"
"136052","The Washington Post 's front-page story notes, Gore has gone to great lengths to conceal Wolf's role.","train"
"98126","First, two students were charged with killing their infant in a motel room and dumping it in the trash.","train"
"28788","--DeParle refers to Milwaukee's growing homeless shelter population, but doesn't give any figures on how much it's growing.","train"
"48136","Steve Roberts medals in singles competition for shoehorning his opinion that presidential diplomacy is indispensable in the New World Order into both Washington Week in Review and Late Edition . Never one for complacency, he teams up with his wife, Cokie Roberts of This Week , for the doubles  The pair repeat the prediction that even privatization-friendly Dems will cynically whack GOP candidates who dare to support privatizing Social Security.","train"
"73271","This unfortunate result goes unmentioned in Penn's summary, and the DLC's press release begins as though it never  Democratic rank and file voters are following President Clinton into the vital center of the national debate, according to a new survey.","dev"
"143903","Time 's James Collins calls it pretty good, gooey, yearning, adolescent fun, and Entertainment Weekly 's Ken Tucker calls it a solid weekly soap opera.","train"
"25192","They may claim this, but their very appearance in these scarves cancels that interpretation.","train"
"52989","And what, exactly, is the line between stalking and not stalking, anyway?","train"
"119410","The formula was most directly a gift to the options traders around the world, which is not a group that usually inspires charitable acts.","train"
"67350","We've also revamped our e-mail auto-deliveries to give you more choices.","train"
"33764","A succession of discoveries has taught us about archeabacteria, very ancient and primitive single-cell organisms that live in the places you'd least expect anything to call home.","dev"
"108353","Nearly 30 homosexuals are featured in prime time, but few shows are sophisticated enough to script love lives for their homocharacters.","train"
"98462","Nevertheless, if you're into printing out, it's worth investigating.","train"
"139337",", bomb) in furtherance of a crime of violence that may be prosecuted in a federal court.","train"
"80234","It consists of a fixed image, like a slide or (closer still) a freeze frame.","train"
"74760","Is it the right-wing commissar Norquist, who defied subpoenas from the Thompson Committee about his role laundering campaign contributions for the Republican National Committee (he is contemptuous of the law)?","train"
"115970","But mostly there is the spectacle of technique brought to bear on form; and although this is a minimal definition of art, there is nothing minimal about the results.","train"
"10920","Dulce et decorum est pro patria mori has worked well enough to send countless young men to their deaths through the ages.","train"
"28093","In her memoir, Stranger at the Party (1975), she quotes the New York Daily Mirror on the news that he was sentenced to six-to-10 in Sing  Harlem is in a state of rejoicing that his reign of terror is over.","train"
"36361","In exchange for losing a few compulsive gamblers, the casinos will (falsely) appear more concerned with the health of their customers than with profits.","train"
"124983","In that same year, it sold American Re, a reinsurer, to a German company for a profit of $1.","train"
"104298","It's as though the book was not edited at all.","train"
"9880","If we want to change that attitude, Hollywood should not be the main place we look.","train"
"94610","In the new mall, like the old one, there is no escape.","train"
"142542","People are smart--or, at least, they are smart Darwinian robots . Darwinian theory does posit that homo sapiens were designed to get their genes into the next generation, but not that they were designed to do so consciously and rationally.","train"
"13362","But even the Standard , it seems, has its limits.","train"
"111234","Everyone wonders what Starr will do.","train"
"84475","In last week's episode, Apu, the Indian convenience store owner, goes down to the docks to donate porno magazines to sailors.","train"
"21978","A few years ago I was helping a neighbor thread tracks back onto his bulldozer.","train"
"102958","And if he gets this balancing act wrong, he must pander even more furiously to make it up.","train"
"136374","Lied about it to everyone .","train"
"98078","( sums up the millennium coverage from around the globe, and  examines whether the Y2K preparations were a waste.)","dev"
"4649","Post ies, on the other hand, obsess on the Times . Last month at the Post 's annual Pugwash editorial retreat, outgoing Managing Editor Robert Kaiser began his speech with the preposterous boast that the Post , with a staff half the size of the Times ', does more for its readers, day in and day out.","dev"
"2959","The last 12 years of his life are a blank.","dev"
"63423","Careful what you wish for, Mayer cautions her fellow  You'll miss his clownish antics when he's gone.","train"
"73721","I n  If a friend tells you you'll love Happy Texas , rethink the friendship.","train"
"53468","But is the Internet so miraculous an advertising vehicle that Gross will be able to siphon off $400 per person from total ad spending of $1,000 per family--or persuade advertisers to spend an additional $400 to reach each of his customers?","dev"
"24089","Young people work in a corporate world by day but play in a moral and cultural universe shaped by the Sixties.","train"
"36654","President Attends World Cup Final, Enjoys Two Scoreless Hours.","train"
"123081","even falling knowing already he was dead, and how much I pray to myself I want not, ever,","train"
"146171","There's more good stuff in Briefing, including Explainer, The Week/The Spin, and  Slate","train"
"17461","Time calls Bill Bradley's nascent presidential campaign strategy charming and insane.","train"
"72717","I gave my stock  In the first place, we don't know the truth; in the second place, the presidency is not a person but a team.","train"
"2677","Navy saved us from war, rages Buchanan in angry response to the suggestion that Kofi Annan's diplomacy ended the Iraq crisis.","train"
