"promptID","premise","splits"
"105902","If after three months of age your baby wakes at night and wants to be fed, she is developing a sleep problem.","train"
"115072","It's not clear that Beatty is willing to do that.","train"
"3589","One of my favorites among these paintings, Untitled V (1982), is built around a repeated shape that is like a dark letter S.","train"
"30458","What, you may ask, is the key difference between chemical and biological weapons?","train"
"79123","The more fantastic grow the evening gowns on the runway, the more uniform grows the garb of the crowds on the subway.","train"
"71442","The neat 6:3:2 mathematical relationship among the price groups should be noted.","train"
"86293","The hotel would deliver the desired ensemble to you (along with the indispensable needle-and-thread person and the right shoes) and would return it after you had checked out.","train"
"138336","An article argues that liberals should oppose the National Endowment for the Arts on the grounds that art does not need federal subsidies.","train"
"48974",") The narrative is laced throughout with colorful, distinctly Southern characters, including a Delta store owner who displays a Happy Holidays sign year round ([w]e have a holiday every two months or so) and a Georgia rabbi whose  rock 'n' roll temple fuses Jewish and Southern ways ([w]e're sort of reconformadox).","train"
"76538","(Surprisingly, outdoor air pollution is not to  It's better for kids to play outside than inside.)","train"
"143591","I suppose Franke-Ruta was compelled to read every single line without really wanting to at all?","train"
"17022","We don't see him surprise the nation in 1964 with strong showings in the Maryland and Wisconsin Democratic primaries--states outside the Deep South where he wasn't expected to fare well.","train"
"133918","By June, Gerth was writing, with a tinge of desperation, that the Pentagon did not find grave damage but did conclude that the United States national security had been harmed.","train"
"29651","Conspiracy theorists  MasterCard is investing in a chip that can store electronic cash, your medical history, and keys to your home and office.","dev"
"40723","But Rodgers did tell Lewis that he despises Amelio because Amelio supported Clinton, so it is Rodgers' mistake, not our author's, that we are correcting.","train"
"111005","Update on the Democratic fund-raising scandal : 1) President Clinton said FBI agents denied him advance warning about Chinese influence-buying efforts by telling his aides to keep the information secret.","dev"
"132154","Israelis sided with the Serbs against the Croats, who had been truly monstrous toward Jews during the war.","train"
"27837","Sometimes Huntington seems to think so.","dev"
"33479","They trotted out numerous theories to establish the Kosovo mission's  Air power alone had never won a war, the Serbs had proven their invincibility against Hitler, and negotiation backed by gradual military escalation had failed in Vietnam.","train"
"138289","Cold Warriors like Kissinger hardly argued that the Cuban Missile Crisis ended Soviet credibility.","train"
"39704","You can acquire a second spouse so long as you discard the first one.","train"
"27979","The man who gave the Iron Curtain its name is the true democratic hero of our age.","train"
"102582","He says that [e]ven the soliloquies come off as an extrovert's meditations--as bouts of self-loathing, such as Leonard Bernstein might have had after a bad concert.","train"
"78971","In the precincts of the American left that still dream of Fidel and Che in the Sierra Maestra, Rieff's book was greeted with murmurings of disapproval--the kind of murmurings that had greeted Sontag's famous Town Hall declaration of the moral equivalence of communism and fascism some years before.","train"
"100821","A story says tourism is destroying the Chicago blues scene.","train"
"2208","It would do that other thing--succeed.","train"
"72743","The important question is not whether these stories are true","train"
"46863","What will I impugn, if not motives?","train"
"27504","The privacy of children under 13 is already protected under federal law.","train"
"102556","Giuliani is clearly wrong in trying to stop the exhibit, but how many people defending the museum right now would be trying to shut it down if the art was offensive in other, even less acceptable, ways?","train"
"142309","The RPH does not much elaborate on how he would balance the budget after his cuts.","train"
"28897","He opens people up by agreeing with them.","train"
"122586","In his frantic manipulating to get hold of Linda's tapes of Monica, he phoned me in New York and remembers it as ","train"
"62968","Also in Newsweek , an essay by Hillary Rodham Clinton argues that American foreign aid and investment will improve human rights.","train"
"40115","The notable thing for me about the Left Behind series--beside the fact that few in the secular media have noticed that millions of Americans are busy reading books warning about the imminence of one-world government, mass death, and the return of the Messiah, is that all the Jewish characters are Christian.","dev"
"145557","A new guideline, for example, may tell us to send heart surgery patients home earlier.","dev"
"57091","Friendly Fire , by Joe Lovano and Greg Osby (Blue Note Records).","dev"
"69907","She  People are rarely indifferent to the magazines I've put out.","dev"
"73953","I would take an expression in the Oval Office of 'Dear God, Help Me,'  Bush responded.","train"
"88349","I think it behooves Slate, in its effort to take over the public-opinion industry, to make a thorough effort to uncover the truth behind this unnatural connection.","dev"
"98072","(If you want to see the original of the pose, you can cross the Mall to the National Gallery, where Jacques-Louis David's 1812 Napoleon in His Study hangs.)","train"
"85845","Nor has the fun we all had sneering at England's squandering its North Sea oil windfall in the '70s and '80s kept the Republican Party from proposing to give away the budget surplus to their rich constituents.","train"
"130014","Along with many Americans, I first caught Andy Kaufman on the Tonight Show in the mid-'70s.","train"
"42263","Of course they have delighted voters by goosing popular social programs with extra millions.","train"
"132277","Sante Kimes, about her odd child-rearing techniques.","train"
"18275","Dexter and Jones are also seeking financing for their piace de resistance , the King Dream Center, a $50-million interactive museum complete with virtual-reality games.","train"
"107555","Even the detective hired by the Clinton campaign in 1992 to intimidate bimbos was a People's Detective!","train"
"67398","TV is the most important medium for conveying history.","train"
"142872","Nevertheless, outraged viewers complained to the Christian television network that had been airing his show, causing its cancellation.","train"
