"promptID","premise","splits"
"101739","James BeauSeigneur, a premill from Rockville, Md., has written a fictional trilogy dramatizing the End Times.","train"
"5848","So let me draw a slightly different moral from the saga of beach volleyball as it has evolved in our  If, as Speaker Gingrich says, the price of volleyball is eternal freedom, still it may take a village to raise a volleyball net.","dev"
"32754","After shuttering the DOE, Clinton could depict himself as a crusader against waste and bureaucracy who succeeded where even Reagan failed.","dev"
"36090","The new regimens are themselves feasible (at costs from pennies to $60 per patient, they seem to be).","train"
"139069","They can score, but they can't play D.","train"
"123251","It is beyond me to chart the future byways of the digital revolution, but I'll venture one counterintuitive  Electronic media will usher in a resurgence in the quality and value in handwriting.","train"
"72395","This may be justified or not--we like him well enough around here!","train"
"100387","Mine's a full week old, and he's still acting like a drunk.","train"
"96410","Unfortunately, the magnet schools began the undoing of desegregation in Charlotte.","dev"
"132456","And according to the WP TV column, the two talk when they're in the exercise yard together--about old-time flicks they've enjoyed on Turner Classic Movies, which they see via the prison's free cable hook-up.","train"
"142889","Consider the opening to The End of the World, which introduces an angry son who, as the story goes on, will be called to Paris to care for a selfish dying ","train"
"129949","First, the Golden Rule of Conventional Wisdom, which is that it must change.","train"
"27330","The Ovitz deal, however, contained none of these goodies.","dev"
"68356","But lately he has taken to cruising college campuses in his Miata, looking for recruits.","train"
"56448","But that wacky theory aside, the point for Lemann's book is  He brilliantly shows how the Protestant Establishment gave way to the educated elite.","train"
"6964","Slate editor, who suggested I do a piece.","train"
"70880","Never able to paint anything unless he had it before his eyes, Soutine set about re-enacting some of the classic paintings he loved most.","train"
"50345","But laws pertaining to child-rearing are surprisingly marriage-neutral.","train"
"119399","It's like campaign-finance reform--the people who control it are products of the system, says online voting evangelist Marc Strassman.","train"
"57623","Who actually thinks that having teen-agers line up to pee after they've demonstrated their parallel parking skills is a reasonable way to demand responsible behavior by young people when it comes to drugs, as Clinton proclaimed?","train"
"33065","The WP reports that following a year of sensitive negotiations, the German government has finally agreed to spend $110 million to compensate 18,000 Jewish victims of the Nazis who are living in Eastern Europe and the former Soviet Union.","train"
"52647","A comprehensive international review of 54 studies concluded that the pill doesn't heighten a woman's long-term probability of getting breast cancer.","train"
"108562","Most of the Clinton women were in their 20s at the time of their Clinton encounter","dev"
"14545","After three days of using the gel, my mouth has returned to its familiar self.","dev"
"41909","The only new fact in Flytrap that would qualify as genuine news would be one proving Bill Clinton didn't have sex with Lewinsky.","train"
"56182","Praising President Clinton for his federal transportation law to upgrade U.S. highways, the paper said that without a similar effort on our part, American superhighway traffic will come grinding to a halt at the Canadian border.","train"
"85800","How important are these essays compared to SAT scores as a college determines acceptances, and are the essays fair assessments of a students' abilities?","train"
"110456","And The Street Lawyer isn't a novel, exactly.","train"
