"promptID","premise","splits"
"129101","Richard Lugar, who chairs the Agriculture Committee, proposes to buy them out over a few years and then leave tobacco to the market.","train"
"903","In King's letter from the Birmingham jail, where he languished for a week in April 1963, he pulled up hope in paired phrases of secular and religious faith, repeatedly invoking constitutional and God-given rights in a characteristically American ...","train"
"76382","His most vicious moment came when Russert, following up on Bush's controversial Christ answer in the last debate, pressed the Texas governor on whether he was really a closet theocrat.","train"
"123941","He has kissed me and I feel that he is physically attracted to me.","train"
"143430","An amused Snow lobs Burton a few softballs--What do you think about China?","train"
"22123","It will be some time before both sides establish better mutual understanding.","train"
"19964","When spirituality becomes a selling point, like mother-of-pearl buttons, then religion has entered the realm to which it's supposed to provide a detached alternative.","train"
"92792","But his opinion is not God's law, as a great many angry Little League parents were quick to remind him.","train"
"122300","The famed Harvard sociobiologist argues that all phenomena--art, economics, science--can be understood by studying the brain's neural pathways.","train"
"142369","Compare 1999 China with 1979  1999 China permits vast economic freedom, sponsors competitive village elections, allows the establishment of nongovernmental organizations, tolerates environmental and women's rights activism, and is starting to develop a reliable legal system.","train"
"53632","To the extent the Republicans have held their fire, they have left Clinton alone in the arena to absorb the media's scrutiny, mockery, and incredulity.","train"
"108323","Arafat is also ailing and has no clear successor.","dev"
"129314"," Sinner to sin.","train"
"83758","New Silicon Valleys have sprouted in places such as Boise, Idaho; Cambridge, England; and Bangalore, India.","dev"
"143612","Just do it.","train"
"125047","He'd probably pick it up in his fillings.","train"
"43169","But such results are useless , since the full treatment is not an option.","train"
"38119","In this clip (), Bond details his fund-raising philosophy.","train"
"20093","inside their mouths.","train"
"27422","Democrats should turn out smartly in New York City, helping Chuck Schumer unseat Sen.","train"
"59010","A walk on a high wire ...","train"
"100018","The cover story goes behind the scenes of the World Wrestling Federation.","train"
"70807","Bush and Clinton allowed launches by the Hughes Electronics Corp., an aerospace firm also subsequently accused of giving secrets to the Chinese, which backed Bush in the 1992 campaign.","train"
"23891","And he once sent pictures to reporters of himself with a giant boar he claims to have hunted down--though it turned out to be in captivity.","train"
"7750","What Isikoff couldn't pin down was whether the advance was welcome or not.","train"
"133718","We briefly discussed the Nazi angle","dev"
"128923","Jerry Falwell apologized for saying the Antichrist must be Jewish . At a prayer breakfast, he said, I apologize to my Jewish friends here and around the world and I apologize to the Christians here for having created any kind of rift.","train"
"24832","Well, what doesn't?","train"
"100415","The baker finished printing the information on the special order card and closed up the binder.","train"
"66519","The media and moderate Republicans, convinced that these issues are the party's weakness and that its libertarian economic ideas are its strength, have interpreted Bush's remarks as a rebuke to Republican Puritanism.","train"
"16298","So, it's not nebulous, after all!","train"
"4525","To make its case about Salon , the Journal ignores the fact that Adobe board members, like those of most big corporations, give money to both parties.","train"
"81609","Reconstructing the key requires the cooperation of each holder.","train"
"75427","Other candidates could have something unfavorable in their past.","train"
"139878","Herbert Stein thanks his high-school Latin teacher.","train"
"34309","What is reputed to be Gen.","train"
"142101","The House managers will be presenting for two more days.","train"
"14305","Neither Simon nor Lyons likes Irish playwright Sebastian Barry's work ( Steward is one of five dramas about his own kinfolk), however.","train"
"8699","As one Washington PR person explains, these cases are often marketed to the state attorneys general by corporate and public-interest lobbyists.","train"
"127808","Who are these uncredited laborers?","train"
"146118","Chat shows replayed his best sound  Being gay [has] nothing to do with the ability to read a balance book, fix a broken bone, or change a spark plug.","train"
"50615","When Ronald Reagan regaled world leaders with his story of having witnessed the liberation of a Nazi concentration camp, he probably saw the event as vividly as he had once seen the film about it that he helped to make.","train"
"79609","TV demos capture neither the exhilaration nor the fear, conveying instead the smug fatuity of some second-unit director who believes social change is for saps; DGA cards are for winners.","train"
"90839","Numbers began wafting about on the  I'd say at least five","dev"
"137481","The executive privilege ruling is a big so-what for Safire and Juan Williams ( Fox News Sunday ). Clinton doesn't really mind losing individual court cases as long as losing buys him time.","train"
"50140","Sixty-eight percent favor a federal law to prevent job discrimination against gays and lesbians.","train"
"11438","Some participants, confused by the question, replied with slogans for both the front and back of the Littleton T-shirt.","train"
"121703","One popular version includes the Bad Bus Driver spell, the Un-Ground Me spell, and the Just-Say-No spell.","train"
"14329","Becoming highly leveraged has forced managers to think seriously about costs, trim overhead, and improve productivity.","train"
"93467","A lawyer asserts that spermination--the increasingly common practice of impregnating women with sperm retrieved from comatose or dead partners--should be banned.","train"
"55999","I'm writing to complain about the Utah National Monument item in The Week/The Spin--specifically about the claim that in Utah, the schools depend on mining-industry revenue.","train"
"31386","A Case of Mistaken Identity","train"
"136515","News that Neanderthals have little in common with modern humankind should be welcome to admirers of Bradley's work.","train"
"93669","But one would be wrong.","train"
"115308","A literary critic's biography of the 18 th -century satirical English painter wins praise for bringing [her] subject and his milieu alive (Bruce Cook, the Washington Post Book World ). The critics accept Uglow's revisionist claim that Hogarth's famous moralizing was accompanied by a prurient fixation on sex.","train"
"39394","But there's more about Colorado you might not know.","train"
"21354","And as anyone who has read John Maynard Keynes can tell you, when desired savings consistently exceed willing investment, the result is a permanent recession.","train"
"47287","(Especially the people whose feelings I've hurt by not mentioning your names here.","train"
"12430","Almost instantly, kids in each group formed bonds of loyalty and group identification.","train"
"83731","Ecology of Fear reads like a book written in the middle of the 1992 recession.","train"
"62059","The backdoor sniping has become so pernicious and prevalent that even retired Gen.","train"
"48021","In any case, offering an assessment of an encyclopedia without having read it is like assessing an issue of Slate that hasn't been posted.","train"
"78121","Bush has several decisive advantages on this question.","train"
"130461","Beauty-contest time  like the Jesse Owens story but in heels and with virgins.","train"
"78911","Then reporters turn away and start talking to each other.","train"
"41533","Logevall's evidence is beyond my ability to introduce here.","train"
"652","If you don't want to pay, you can view some of the site free.)","dev"
"111442","You are on target with your suggestion.","train"
"14806","Here he is banging on with his upstream/downstream, high note/low note approach ","train"
"132068","They have only one star, Miller, and no prima donnas.","train"
"59317","All we've done is checked that the first two creditors divided their collective share of $125 appropriately","dev"
"7657","But he can't stop spinning ideas, images, and sound bites, can't stop playing everything to his advantage.","train"
"113843","The exorbitant salaries have inspired modern players to train year-round, building strength and stamina with their new regimens.","train"
"21596",", she has taken up the question from the perspective of the artist.","train"
"92668","But the analogy, they say, is the nuclear Non-Proliferation Treaty that took 20 years to obtain 178 members--and only after the United States used sanctions to force the hand of reluctant governments.","train"
"47914","It is still better for a woman to be a branca (light skin, hair without tight curls, thin lips, narrow nose) than a morena (tan skin, wavy hair, thicker lips, broader nose); and better to be a morena than a mulata (darker skin, tightly curled hair).","train"
"999","And he would certainly consent if the alternative was impeachment.","train"
"92167","Al and Tipper Gore have helped by saying they've each had counseling but, as Frank Rich has noted, Tipper's use of such euphemisms and the avoidance a professional title [that] might include the prefix 'psych-' ...","train"
"100840","Candidates have accused opponents of carpetbagging in other high-profile Senate  Frank Lautenberg vs.","train"
"71448","Yeah, but many of them died of heart attacks while shoveling snow.","train"
