promptID,premise,splits,heuristic_value,heuristic_friendlyname,heuristic_example_text,heuristic_payment_text,heuristic_checkbox_text,entailment_payment,neutral_payment,contradiction_payment,FAQ_direct_link
6224,"Based on this assessment, NATO has kept ground forces out of Kosovo, allowing atrocities to continue, and has kept its planes high above Serbian anti-aircraft batteries, limiting our pilots' ability to distinguish refugees from Serb forces on the ground.",train,all_overlap,only reuse words from the text,"We ask you to come up with sentences that consist only of nouns, verbs, adjectives, and adverbs from the text. You are allowed to introduce new non-content words to make your sentence grammatically correct, so it's okay to add a word like <em>the, a, is, was, were, by, at, in, he</em>, etc. It's also okay to change the tense that a verb appears in to make it grammatically correct. So if the sentence is ""the girl will climb the tree"", it's okay to write something like ""the tree will be climbed by the girl"", where you have to add -ed to the verb in order to keep the sentence correct. <br />

Additionally, please make some change to the text that you submit. It is not sufficient to just remove a phrase while leaving the full text sequence intact. So in a sentence like ""Jonah ate his cereal in the morning"", don't just put ""Jonah ate his cereal""; you should make some change to this sequence of words, such as by writing ""Jonah ate in the morning"" or ""The cereal got eaten by Jonah"".","After we verify your work was correct, you'll receive a bonus of $0.07 for each individual sentence that you apply this constraint to in this HIT. <br />
<br />
Note that in this case only, you can repeat an otherwise banned word if it appears in the text. So, if your text contains the word not, you can reuse that word in your definitely incorrect sentence if (and only if) you choose to apply this additional constraint.",only reuses words from the text,$0.07 ,$0.07 ,$0.07 ,https://docs.google.com/document/d/1uUr1ldO7oWAfbi255fKikS2C1ga6Px7IGlEdeI_Tr3c/edit#bookmark=kix.1vpq6rd9ozc25
97847,We're told of Estella's inner struggle--of the tug of war between the punishing cock-tease that her aunt has engineered her to be and her inherent decency--but the conflict isn't palpable in Paltrow's paltry performance.,train,all_overlap,only reuse words from the text,"We ask you to come up with sentences that consist only of nouns, verbs, adjectives, and adverbs from the text. You are allowed to introduce new non-content words to make your sentence grammatically correct, so it's okay to add a word like <em>the, a, is, was, were, by, at, in, he</em>, etc. It's also okay to change the tense that a verb appears in to make it grammatically correct. So if the sentence is ""the girl will climb the tree"", it's okay to write something like ""the tree will be climbed by the girl"", where you have to add -ed to the verb in order to keep the sentence correct. <br />

Additionally, please make some change to the text that you submit. It is not sufficient to just remove a phrase while leaving the full text sequence intact. So in a sentence like ""Jonah ate his cereal in the morning"", don't just put ""Jonah ate his cereal""; you should make some change to this sequence of words, such as by writing ""Jonah ate in the morning"" or ""The cereal got eaten by Jonah"".","After we verify your work was correct, you'll receive a bonus of $0.07 for each individual sentence that you apply this constraint to in this HIT. <br />
<br />
Note that in this case only, you can repeat an otherwise banned word if it appears in the text. So, if your text contains the word not, you can reuse that word in your definitely incorrect sentence if (and only if) you choose to apply this additional constraint.",only reuses words from the text,$0.07 ,$0.07 ,$0.07 ,https://docs.google.com/document/d/1uUr1ldO7oWAfbi255fKikS2C1ga6Px7IGlEdeI_Tr3c/edit#bookmark=kix.1vpq6rd9ozc26
39006,"As he went from floor to floor removing the signs, did he realize what was going to happen after he'd taken down the final one?",train,all_overlap,only reuse words from the text,"We ask you to come up with sentences that consist only of nouns, verbs, adjectives, and adverbs from the text. You are allowed to introduce new non-content words to make your sentence grammatically correct, so it's okay to add a word like <em>the, a, is, was, were, by, at, in, he</em>, etc. It's also okay to change the tense that a verb appears in to make it grammatically correct. So if the sentence is ""the girl will climb the tree"", it's okay to write something like ""the tree will be climbed by the girl"", where you have to add -ed to the verb in order to keep the sentence correct. <br />

Additionally, please make some change to the text that you submit. It is not sufficient to just remove a phrase while leaving the full text sequence intact. So in a sentence like ""Jonah ate his cereal in the morning"", don't just put ""Jonah ate his cereal""; you should make some change to this sequence of words, such as by writing ""Jonah ate in the morning"" or ""The cereal got eaten by Jonah"".","After we verify your work was correct, you'll receive a bonus of $0.07 for each individual sentence that you apply this constraint to in this HIT. <br />
<br />
Note that in this case only, you can repeat an otherwise banned word if it appears in the text. So, if your text contains the word not, you can reuse that word in your definitely incorrect sentence if (and only if) you choose to apply this additional constraint.",only reuses words from the text,$0.07 ,$0.07 ,$0.07 ,https://docs.google.com/document/d/1uUr1ldO7oWAfbi255fKikS2C1ga6Px7IGlEdeI_Tr3c/edit#bookmark=kix.1vpq6rd9ozc27
119775,Don't take my word for it.,train,all_overlap,only reuse words from the text,"We ask you to come up with sentences that consist only of nouns, verbs, adjectives, and adverbs from the text. You are allowed to introduce new non-content words to make your sentence grammatically correct, so it's okay to add a word like <em>the, a, is, was, were, by, at, in, he</em>, etc. It's also okay to change the tense that a verb appears in to make it grammatically correct. So if the sentence is ""the girl will climb the tree"", it's okay to write something like ""the tree will be climbed by the girl"", where you have to add -ed to the verb in order to keep the sentence correct. <br />

Additionally, please make some change to the text that you submit. It is not sufficient to just remove a phrase while leaving the full text sequence intact. So in a sentence like ""Jonah ate his cereal in the morning"", don't just put ""Jonah ate his cereal""; you should make some change to this sequence of words, such as by writing ""Jonah ate in the morning"" or ""The cereal got eaten by Jonah"".","After we verify your work was correct, you'll receive a bonus of $0.07 for each individual sentence that you apply this constraint to in this HIT. <br />
<br />
Note that in this case only, you can repeat an otherwise banned word if it appears in the text. So, if your text contains the word not, you can reuse that word in your definitely incorrect sentence if (and only if) you choose to apply this additional constraint.",only reuses words from the text,$0.07 ,$0.07 ,$0.07 ,https://docs.google.com/document/d/1uUr1ldO7oWAfbi255fKikS2C1ga6Px7IGlEdeI_Tr3c/edit#bookmark=kix.1vpq6rd9ozc28
41512,"That is George Richey, widower of country singer Tammy Wynette.",train,all_overlap,only reuse words from the text,"We ask you to come up with sentences that consist only of nouns, verbs, adjectives, and adverbs from the text. You are allowed to introduce new non-content words to make your sentence grammatically correct, so it's okay to add a word like <em>the, a, is, was, were, by, at, in, he</em>, etc. It's also okay to change the tense that a verb appears in to make it grammatically correct. So if the sentence is ""the girl will climb the tree"", it's okay to write something like ""the tree will be climbed by the girl"", where you have to add -ed to the verb in order to keep the sentence correct. <br />

Additionally, please make some change to the text that you submit. It is not sufficient to just remove a phrase while leaving the full text sequence intact. So in a sentence like ""Jonah ate his cereal in the morning"", don't just put ""Jonah ate his cereal""; you should make some change to this sequence of words, such as by writing ""Jonah ate in the morning"" or ""The cereal got eaten by Jonah"".","After we verify your work was correct, you'll receive a bonus of $0.07 for each individual sentence that you apply this constraint to in this HIT. <br />
<br />
Note that in this case only, you can repeat an otherwise banned word if it appears in the text. So, if your text contains the word not, you can reuse that word in your definitely incorrect sentence if (and only if) you choose to apply this additional constraint.",only reuses words from the text,$0.07 ,$0.07 ,$0.07 ,https://docs.google.com/document/d/1uUr1ldO7oWAfbi255fKikS2C1ga6Px7IGlEdeI_Tr3c/edit#bookmark=kix.1vpq6rd9ozc29
82038,"Downstairs neighbor Aaron Whiteheard said, One night, I heard what sounded like a kid ...",train,all_overlap,only reuse words from the text,"We ask you to come up with sentences that consist only of nouns, verbs, adjectives, and adverbs from the text. You are allowed to introduce new non-content words to make your sentence grammatically correct, so it's okay to add a word like <em>the, a, is, was, were, by, at, in, he</em>, etc. It's also okay to change the tense that a verb appears in to make it grammatically correct. So if the sentence is ""the girl will climb the tree"", it's okay to write something like ""the tree will be climbed by the girl"", where you have to add -ed to the verb in order to keep the sentence correct. <br />

Additionally, please make some change to the text that you submit. It is not sufficient to just remove a phrase while leaving the full text sequence intact. So in a sentence like ""Jonah ate his cereal in the morning"", don't just put ""Jonah ate his cereal""; you should make some change to this sequence of words, such as by writing ""Jonah ate in the morning"" or ""The cereal got eaten by Jonah"".","After we verify your work was correct, you'll receive a bonus of $0.07 for each individual sentence that you apply this constraint to in this HIT. <br />
<br />
Note that in this case only, you can repeat an otherwise banned word if it appears in the text. So, if your text contains the word not, you can reuse that word in your definitely incorrect sentence if (and only if) you choose to apply this additional constraint.",only reuses words from the text,$0.07 ,$0.07 ,$0.07 ,https://docs.google.com/document/d/1uUr1ldO7oWAfbi255fKikS2C1ga6Px7IGlEdeI_Tr3c/edit#bookmark=kix.1vpq6rd9ozc30
94470,"And I'll say  If all the nations of the world got along as well as do the bagel and mango on my breakfast table every morning, that would be an impressive amount of along-getting.",train,all_overlap,only reuse words from the text,"We ask you to come up with sentences that consist only of nouns, verbs, adjectives, and adverbs from the text. You are allowed to introduce new non-content words to make your sentence grammatically correct, so it's okay to add a word like <em>the, a, is, was, were, by, at, in, he</em>, etc. It's also okay to change the tense that a verb appears in to make it grammatically correct. So if the sentence is ""the girl will climb the tree"", it's okay to write something like ""the tree will be climbed by the girl"", where you have to add -ed to the verb in order to keep the sentence correct. <br />

Additionally, please make some change to the text that you submit. It is not sufficient to just remove a phrase while leaving the full text sequence intact. So in a sentence like ""Jonah ate his cereal in the morning"", don't just put ""Jonah ate his cereal""; you should make some change to this sequence of words, such as by writing ""Jonah ate in the morning"" or ""The cereal got eaten by Jonah"".","After we verify your work was correct, you'll receive a bonus of $0.07 for each individual sentence that you apply this constraint to in this HIT. <br />
<br />
Note that in this case only, you can repeat an otherwise banned word if it appears in the text. So, if your text contains the word not, you can reuse that word in your definitely incorrect sentence if (and only if) you choose to apply this additional constraint.",only reuses words from the text,$0.07 ,$0.07 ,$0.07 ,https://docs.google.com/document/d/1uUr1ldO7oWAfbi255fKikS2C1ga6Px7IGlEdeI_Tr3c/edit#bookmark=kix.1vpq6rd9ozc31
40409,The Clinton administration considers the risks of technology transfers negligible.,train,all_overlap,only reuse words from the text,"We ask you to come up with sentences that consist only of nouns, verbs, adjectives, and adverbs from the text. You are allowed to introduce new non-content words to make your sentence grammatically correct, so it's okay to add a word like <em>the, a, is, was, were, by, at, in, he</em>, etc. It's also okay to change the tense that a verb appears in to make it grammatically correct. So if the sentence is ""the girl will climb the tree"", it's okay to write something like ""the tree will be climbed by the girl"", where you have to add -ed to the verb in order to keep the sentence correct. <br />

Additionally, please make some change to the text that you submit. It is not sufficient to just remove a phrase while leaving the full text sequence intact. So in a sentence like ""Jonah ate his cereal in the morning"", don't just put ""Jonah ate his cereal""; you should make some change to this sequence of words, such as by writing ""Jonah ate in the morning"" or ""The cereal got eaten by Jonah"".","After we verify your work was correct, you'll receive a bonus of $0.07 for each individual sentence that you apply this constraint to in this HIT. <br />
<br />
Note that in this case only, you can repeat an otherwise banned word if it appears in the text. So, if your text contains the word not, you can reuse that word in your definitely incorrect sentence if (and only if) you choose to apply this additional constraint.",only reuses words from the text,$0.07 ,$0.07 ,$0.07 ,https://docs.google.com/document/d/1uUr1ldO7oWAfbi255fKikS2C1ga6Px7IGlEdeI_Tr3c/edit#bookmark=kix.1vpq6rd9ozc32
13221,"I can't help but wonder if Shuger thought to ask himself a few simple questions before launching his attack-- questions such as, did Tripp ask to be moved to her current job?",dev,all_overlap,only reuse words from the text,"We ask you to come up with sentences that consist only of nouns, verbs, adjectives, and adverbs from the text. You are allowed to introduce new non-content words to make your sentence grammatically correct, so it's okay to add a word like <em>the, a, is, was, were, by, at, in, he</em>, etc. It's also okay to change the tense that a verb appears in to make it grammatically correct. So if the sentence is ""the girl will climb the tree"", it's okay to write something like ""the tree will be climbed by the girl"", where you have to add -ed to the verb in order to keep the sentence correct. <br />

Additionally, please make some change to the text that you submit. It is not sufficient to just remove a phrase while leaving the full text sequence intact. So in a sentence like ""Jonah ate his cereal in the morning"", don't just put ""Jonah ate his cereal""; you should make some change to this sequence of words, such as by writing ""Jonah ate in the morning"" or ""The cereal got eaten by Jonah"".","After we verify your work was correct, you'll receive a bonus of $0.07 for each individual sentence that you apply this constraint to in this HIT. <br />
<br />
Note that in this case only, you can repeat an otherwise banned word if it appears in the text. So, if your text contains the word not, you can reuse that word in your definitely incorrect sentence if (and only if) you choose to apply this additional constraint.",only reuses words from the text,$0.07 ,$0.07 ,$0.07 ,https://docs.google.com/document/d/1uUr1ldO7oWAfbi255fKikS2C1ga6Px7IGlEdeI_Tr3c/edit#bookmark=kix.1vpq6rd9ozc33
124838,"Contribution limits don't stop you from associating publicly or privately with a candidate or cause, working for the campaign, or even signifying your association by donating money.",train,all_overlap,only reuse words from the text,"We ask you to come up with sentences that consist only of nouns, verbs, adjectives, and adverbs from the text. You are allowed to introduce new non-content words to make your sentence grammatically correct, so it's okay to add a word like <em>the, a, is, was, were, by, at, in, he</em>, etc. It's also okay to change the tense that a verb appears in to make it grammatically correct. So if the sentence is ""the girl will climb the tree"", it's okay to write something like ""the tree will be climbed by the girl"", where you have to add -ed to the verb in order to keep the sentence correct. <br />

Additionally, please make some change to the text that you submit. It is not sufficient to just remove a phrase while leaving the full text sequence intact. So in a sentence like ""Jonah ate his cereal in the morning"", don't just put ""Jonah ate his cereal""; you should make some change to this sequence of words, such as by writing ""Jonah ate in the morning"" or ""The cereal got eaten by Jonah"".","After we verify your work was correct, you'll receive a bonus of $0.07 for each individual sentence that you apply this constraint to in this HIT. <br />
<br />
Note that in this case only, you can repeat an otherwise banned word if it appears in the text. So, if your text contains the word not, you can reuse that word in your definitely incorrect sentence if (and only if) you choose to apply this additional constraint.",only reuses words from the text,$0.07 ,$0.07 ,$0.07 ,https://docs.google.com/document/d/1uUr1ldO7oWAfbi255fKikS2C1ga6Px7IGlEdeI_Tr3c/edit#bookmark=kix.1vpq6rd9ozc34
