"promptID","premise","splits"
"12447","So there could be a cumulative, speculative process in which the won fell far below what might be its long-term equilibrium value and the Korean economy was depressed far beyond what its postcrisis situation would be.","train"
"21129","The movement developed out of refugee Koranic schools in Pakistan.","train"
"105913","Now that would be scary.","train"
"127705","Well, let's do some abstruse statistical research--by, say, buying a copy of the Economist and opening it to the last page, which each week conveniently offers tables summarizing economic data for a number of emerging economies.","train"
"99213","(In the '70s, Arnold Hutschnecker, reveling in his 15 minutes of fame, proposed establishing an official board of psychiatrists to screen all presidential candidates.)","train"
"95360","It's full of keen insights and dazzling supplementary photos showing many of the shoes at work.","train"
"12562","David Cope, a professor of music at the University of California at Santa Cruz, claims to have created a 42 nd Mozart symphony.","dev"
"37194","The task has caught up with me anyway and at last.","train"
"101258","And as recently as 1994, the government jailed for treason politicians who expressed mild pro-Kurdish sentiments.","train"
"15551","Chatterbox will go for now.","train"
"126770","The tobacco industry suffered a potentially catastrophic defection.","train"
"102946","An article explains that Al Gore enlisted for the Vietnam War out of fealty to his father and distaste for draft  Gore deplored the inequity of the rich not having to serve.","dev"
"103740","According to a law of physics called Boyle's law, the pressure times the volume of a gas is always a constant--increasing pressure makes volume decrease, and vice versa.","train"
"13396","Some people, including me, criticized parts of the story.","train"
"42702","But if you're telling the truth, why does it matter that your message is divisive?","train"
"42863","She bills her stories as tough to  In a Tikkun magazine piece on her coming out as a spiritual person, she testifies that it's taken me nine years to build up enough credibility in the analytic/linear world that I can now speak and have some expectation of being heard to a certain degree.","train"
"94803","And that squatting he does--it's as uncomfortable as it looks.","dev"
"136325","Unless the will is there to restructure and introduce transparency, the system could collapse, with the prospect of dragging down the rest of the global economy.","train"
"52331","British action wouldn't have mattered.","dev"
"30477","The most egregious example was Shuman's statement that Sun's plan to make Java faster is to make Java into an operating system.","train"
"123650","Others are produced more cheaply abroad than here.","train"
"38527","will never be doused (Brit Hume, Fox News Sunday ; Tony Blankley, Late Edition ; Robert Novak, Capital Gang ; Tucker Carlson, The McLaughlin Group ). The middle way is best expressed by Howard Kurtz (NBC's Meet the Press )--he scolds Brill for undisclosed campaign contributions and for overstretching his legal case against Kenneth Starr but applauds him for casting light on the media.","dev"
"18992","Indeed, we make these complaints ourselves.","train"
"141680","The  Zaire, posted Saturday, March 22, now in The Compost, inaccurately identified Paul Kagame as president of Rwanda.","train"
