"promptID","premise","splits"
"133105","The decency folks get to make headlines, shock consciences, and stop concerts.","train"
"73319","This is so great because I haven't been getting any of this lately.","train"
"46453","They don't seem to have the damage they claim they have, and they're bragging about it.","train"
"55742","Thousands of writers bring suit each year claiming their copyright has been violated, but almost none win satisfaction in court.","train"
"125115","Treblinka and Nagasaki may have given scientists pause, but the doubts they occasioned came too late.","train"
"76361","I am grateful to Ehrlich for that amazingly strong result, because I use it to illustrate three points that I'm always eager to drive home to my students.","train"
"39807","Vote.com would become, as Morris envisions it, the nation's town meeting.","train"
"72398","One of the striking things about the Microsoft trial, so far, is the extent to which the Justice Department and its lawyer, David Boies, have built their case around personal vilification of Bill Gates.","train"
"71074","MAXIM .-- Colleen Werthmann","train"
"24094","The executioner turns the power on and off, three times in all, and in between the jolts Tafero is moving, he's nodding, his chest rises and falls.","train"
"72749","Their ventures into social topics focus on alcohol, drugs, domestic violence, adultery, divorce, illegitimacy, crime, and urban decay.","train"
"61894","Speaking of Turkey, in honor of Thanksgiving Slate has published a full week's issue as of today (Wednesday, Nov. 26), two days early.","train"
"9463","You have fallen victim to the propaganda of anti-wilderness sagebrush rebels.","train"
"146043","Sure, that sounds perfectly neutral.","train"
"96529","Reno has apparently construed this ambiguous provision in the only way one sensibly can.","train"
"20603","And waited for our bags.","train"
"122667","6. We already qualified Bay Ridge, Brooklyn, and Staten Island in the first day, says O'Brien hopefully.","train"
"21055","Strom Thurmond , R-S.C., celebrated his 95 th birthday by announcing that he will relinquish the chairmanship of the Senate Armed Services Committee a year from now.","dev"
"102226","Knowledge is a violent, bright, hot thing, but you would never know that watching Moyers, says Laurence Jarvik, author of  Behind the Screen and a Moyers critic.","train"
"68043","Working for Philip Morris isn't like defending an indigent murderer in a death penalty appeal.","dev"
"46752","More later, Shoshana Zuboff","train"
"119096","Could it be that ,who so disliked the use of the expression there you go, has confused that phrase with off you go?","train"
"61237","[BLOCK QUOTE]  What's your name?","train"
"139933","To the families involved in the Woburn tragedy, the real climax of this story isn't the downbeat ending of the book or the sleight of hand, let's call the Environmental Protection Agency, upbeat ending of the movie.","train"
"12571","Although it's hard to disagree with James Surowiecki's roasting of Wade Cook in The Book on Cook, Surowiecki's assertion that the equity stock option market is simply a big casino that contribute[s] nothing to the smooth functioning of capital markets is both wrong and silly.","dev"
"50342","It might well, however, facilitate gay couples' efforts to adopt children.","train"
"23625","Britons, however, trumpet their poet laureate as worthy of the ranks of Blake, Keats, Hardy and Auden (the Times of London).","dev"
"108538","New York Times Book Review Editor Charles McGrath, a former deputy to William Shawn at the New Yorker , calls Lillian Ross' memoir about her affair with Shawn on occasion factually inaccurate or misleading and a betrayal of Shawn's high editorial principles.","dev"
"63815","You're pre-approved for a 18.","train"
"61332","Richard Holbrooke was confirmed as ambassador to the United Nations.","train"
"93682","My job takes me to dozens of grocery stores, which distribute a great number of these offensive babble-on-ion manuscripts, and where a large number of employees read them in the break room.","train"
"139117","That might work.","train"
"105522","My prayers will make good omens for good people.","train"
"102512","The Washington Post and Los Angeles Times withhold the story from their first editions but include it on Page One of the home-delivery editions.","train"
"120924","Saturday in Massachusetts, just off I-91, in a restaurant, in the men's room, on the red plastic screen that covers the urinal drain, were emblazoned these  Say No To Drugs.","train"
"19050","Testosterone weakens the immune system.","train"
"136532","Newsweek 's 21 page Frank Sinatra cover package routs Time 's.","train"
"22206","American officials also speak of NATO's terms, conditions, and requirements.","train"
"131700","George W. Bush, on ads for the Diabetes Walk.","train"
"138598","So, Sharon is using Kosovo to butter up Russia.","train"
"59555","Princess Di decorates the covers of both magazines' year-end photo issues.","train"
"38616","Geniuses slipping into madness also tend to disrobe in public (I learned this from a volume on chess prodigies, who have a proclivity for disrobing on public buses).","train"
"29083","I'm way too truthful.","train"
"125392","This sucks.","train"
"18188","It will take years to find the best place to draw the line, and we'll never get it perfectly right.","train"
"33104","Death Row was run more like a criminal operation than a real business, with huge, suspicious cash payments; shoddy accounting; and management by intimidation.","train"
"64769","The listserv I'm on--subscribe by sending the message sub politics [your name] to listserv@aloo.netaxs.com--has not yet focused on the campaign, but will as Iowa and New Hampshire beckon.","train"
"116402","His Si-ness (their joke, not mine) does not expect his editors in chief to actually live on their million-dollar salaries.","train"
"20623","It's not inevitable.","train"
"62413","And in many states, the laws perversely limit a parole agent's discretion.","train"
"132753","The argument is subtle and carefully developed, lacking anything even faintly resembling the wild claims or irrational speculation that a lunatic might produce.","train"
"121329","Some say accusations of plagiarism fly too freely.","train"
"135669","My heart filled with gratitude.","train"
"84122","Katz-equals-Paine is an awful stretch, but his book invites the comparison.","train"
"110302","Godkin viewed populists such as William Jennings Bryan as barbarians, and they returned the favor by viewing Mugwumps as enemies rather than as potential allies.","train"
"34893","There goes Sen.","train"
"115569","It can be a bit like a claustrophobic small town, where your private life is part of the public dialogue.","train"
"50853","He is either masochistically neurotic or is figuring out how to extricate himself.","train"
"101714","Some tickets to The Phantom Menace will, indeed, be sold in advance--and no doubt be snapped up by scalpers.","train"
"40125","Researchers have found fossils, similar to those in the meteorite, in some of the oldest rock on Earth.","train"
"68108","This clause applies to even minor changes that could reduce minority participation.","train"
"110797","Polls indicate that the public is buying this argument.","train"
"46329","I paid good money!","train"
"78111","In our conversation, he spoke very forcefully against the special prosecutor (now independent counsel) statute.","train"
"43168","Something may be better than nothing . If trials compared low-cost therapy to the complete AZT regimen it's likely that the new regimens will prove less effective.","dev"
"98072","(If you want to see the original of the pose, you can cross the Mall to the National Gallery, where Jacques-Louis David's 1812 Napoleon in His Study hangs.)","train"
"130542","I believe they use a similar form for undergraduates having sex at Cornell.","train"
"9375","And yet, these sad-faced, cigar-munching Amos and Andy figures--which seem to date from the time when white actors yielded to black in those roles--have a racially ambiguous pathos.","train"
"38189","A very friendly reception for the first volume of a biography of one of the best-connected journalist-playwright-congresswoman-ambassadors in history, the wife of Time founder Henry Luce.","train"
"124006","Pundit Central demands an independent-counsel investigation of this pundit malfeasance.","train"
"74338","Critics predict stardom for Dylan McDermott, who plays the firm's chief partner.","train"
"16296","There's also some quasireligious, quasiscientific blather to the effect that the boy was conceived without a father by metachorians--symbiont, microscopic life forms that will speak to you if you quiet your mind.","train"
"73039","But even if the set-top box is not the answer, Malone will just wait until the next one appears.","train"
"3391","The test of the governors' new way--and the test of America's rediscovered political faith--won't come till the lean years follow Clinton's seven fat ones.","train"
"82940","But look at the numbers.","train"
"38499","The Blue Room , by David Hare (Cort Theatre, New York City).","train"
"17608","While a Bush spokesman declined to comment, Pepper said that he and his colleague used the meetings to advance two ideas.","train"
"72162","The notion of increasing returns has been around since Adam Smith, and it was written about at length by Alfred Marshall in 1890.","train"
"39029","It was exciting, albeit in a slightly childish way, to see your name on that signboard, confirming that you still had your cushy job in this historic broadcasting center.","train"
"32689","After dinner he walked me to the door and, you guessed it, said the identical thing one more time, and I gave back the identical answer.","train"
"118432","Mr. Clinton rewards Mr. Knight for his fund raising, Mr. Gore lays the groundwork for his anticipated presidential bid four years from now, and the companies, by hiring Mr. Knight, get the administration's ear.","dev"
"130800","As a jazz composer, Sun Ra never fulfilled the bright promise of his early recordings like Jazz in Silhouette . But by founding a cult, he earned a lasting place in the larger culture, which otherwise might have eluded him.","train"
"21378","That's the ultimate gross-out.","train"
"51569","A congressional debate and vote on whether we should intervene in Kosovo could be a fiasco.","train"
"52397","My concern here isn't so much for Leuchter or even the Holocaust revisionists, who'll just think he was sandbagged.","train"
"125418","American opposition to Mobutu has been a source of tension with France, which supports the Hutus and resents Kabila's alliance with the Banyamulenge.","train"
"99574","Neuharth criticized a headline about a health study that read, Death Rate Drops, saying it should have read, We're Living Longer.","train"
"71007","Maybe Starr doesn't want the truth at all, ponders Williams; maybe he'll just squeeze Hubbell until Hubbell fabricates something that hurts Clinton.","train"
"138416","FOUR GENERATIONS OF MAINE FISHERMEN COULD BE WRONG ...","train"
"52761","My unborn children will never appear on the Today show.","dev"
"24305","However , the overall thrust of the portion of the Nixon Library document that interprets Nixon's remarks on Jewish Americans is indeed to downplay Nixon's comic-book anti-","train"
"144089","lowest-ranked playoff team in their division ever to accomplish this feat.","train"
"139405","Since when did the practices of confused, incompetent Strom become the guide for senatorial behavior?)","train"
"4549","For MLS to grow, it needs to fill stadiums with Joe Sports Fans, the kind of folks who aren't soccer bores but will attend a few games a season.","train"
"61391","Stressed-out kids are more likely to be listless when they're not tense and to overreact as adults.","train"
"90948","You can be sure of only two  Each party is arguing exactly the opposite of what it argued the last time a Republican president led the nation into war, and exactly the opposite of what it will argue next time.","train"
"139754","The McCains plan to have it framed as a souvenir after the campaign.","train"
"43857","Technorealism will be seen by history as a tragic movement.","train"
"76404","Oh, wait.","dev"
"74033","Slate is looking for a software developer, or maybe even two, to work on various features we hope to add.","train"
"10583","What's most worrisome about the entry of the big pharmaceutical firms is that their large marketing budgets will expand the respectability of these kinds of low-standard claims.","train"
"127347","(Sragow unfashionably named it the best film of the year in SF Weekly .) You could wait for video, but if you can find Pig in the City playing anywhere on a big screen--an hour away, in a strip mall, only at 2 p.m., in the middle of a blizzard--see it, because you'd have to go back to the silents to find its like visually, and no silent picture could have had this kind of soundtrack.","train"
"91610","Still, there are a few things we can do.","train"
"107009","A candidate's best strategy, therefore, is to show the media and the voters his most manageable flaw in the hope that they will focus on that flaw and stop looking for others.","train"
"31942","Shrink Rap","train"
"23488","During a NewsHour discussion of Vernon Jordan's testimony, Shields comes out with the bizarrely malapropos comment that Vernon Jordan's elocutionary style reminds him of nothing more than Barbara Jordan's measured diction.","train"
"110804","Carville launched the attack on Starr months ago.","train"
"102444","An AP reporter spreads the latest unsubstantiated  Monica had a breakdown last night and won't be testifying.","train"
"35538","And since 1995, Turkish troops have invaded northern Iraq three times to destroy PKK bases.","train"
