"promptID","premise","splits"
"26560","The Globe runs what it says is Martin's open letter to Shepherd, in which he pleads with her to open [her] heart and do what's right by repaying him the $4,000 she reportedly owes him.","train"
"133003","At worst, he is amassing credentials, fame, and wealth on the basis of others' uncredited labor--once considered a scholarly sin.","train"
"75687","The first of five special issues about the 21 st century imagines health and environment in the future.","train"
"130056","Regular Sunday reviewers, on the model of Cyril Connolly, the longtime critic for the Sunday Times , become trusted guides.","train"
"97675","4 billion is spent on medication and doctor visits . There is plenty of room for growth--only an estimated 12 percent of hay fever sufferers seek medical treatment.","train"
"42200","I put $75 on the New England Patriots as a 2.5-point underdog and $50 on a Boston Red Sox playoff game against the Cleveland Indians.","train"
"49162","Some houses--big and small--have trimmed their lists, consulting closely with the chains to determine what is commercial, and have seen their profits and sales rise.","train"
"136253","I can confirm he does, for I have tried to convey the same Ionian Enchantment in my recent book How the Mind Works.","train"
"99901","A Time sidebar blames the uncritical media for promoting the drugs in the war against fat.","train"
"130533","When you buy something online or fill out a warranty card, there's often a little box at the  Check here if you wish to receive announcements about our new products and services that may delight and amuse you.","train"
"139089","Instead, I felt sluggish the entire next day.","train"
"11059","Would it be better for the president, and the first lady too, for that matter, to be able to give their undivided attention to getting America across that bridge into the next millennium than it is to have them distracted by the Monica affair?","train"
"3983","We must have unselfish, far-seeing leadership or we fail.","train"
"78496","New York 's John Simon, the lone sniper, says the play deserved to languish in obscurity because of its annoying cuteness.","train"
"61440","The University of Chicago has just announced a deal with UNEXT.com, an online education company partly funded by Milken and headed by a Chicago trustee.","train"
"109668","What's to gain?","train"
"99121","I love the Native Americans.","train"
"93923","The Republican platform advocated that citizenship be denied to children born in the United States to illegal immigrants.","train"
"71747","For their part, family-planning organizations and the Clinton administration seem equally adamant.","dev"
"115723","A companion piece advocates destroying food bacteria with low-level radiation.","train"
"9531","In the case of Prusiner's prize, the Nobel Committee has settled for enthusiasm and single-mindedness.","train"
"112135","It's only the sincere consideration of a job doing something you truly believe in that can wreck your career in journalism.","train"
"114796","He arrived at a convenient time in the tobacco  He had no strong feelings about the evil weed, and he became the tobacco scourge only when Republican leaders asked him to shepherd the bill through the Senate.","train"
"71974","Critics praise Goodman's finely honed descriptive abilities and instinctive grasp of familial dynamics, the ways in which dreams and emotional habits are handed down ...","dev"
